,Subscription Premium Cancel,time,month,quarter,day_week
4228,0,11,2,1,6
4229,0,11,2,1,6
4230,0,11,2,1,6
4231,0,1,3,1,2
4232,0,1,3,1,2
4233,0,1,3,1,2
4234,0,21,3,1,3
4235,0,14,3,1,5
4236,0,4,4,2,6
4237,0,17,2,1,5
4238,0,3,4,2,2
4239,0,19,3,1,5
4240,0,19,3,1,5
4241,0,19,3,1,5
4242,0,11,3,1,0
4243,0,7,3,1,1
4244,0,3,3,1,1
4245,0,3,3,1,1
4246,0,3,3,1,1
4247,0,15,2,1,5
4248,0,13,3,1,1
4249,0,13,3,1,1
4250,0,22,3,1,5
4251,0,22,3,1,5
4252,0,18,3,1,4
4253,0,18,3,1,4
4254,0,15,2,1,3
4255,0,15,2,1,3
4256,0,23,1,1,2
4257,0,22,3,1,1
4258,0,19,2,1,1
4259,0,19,2,1,1
4260,0,19,2,1,1
4261,0,19,2,1,1
4262,0,1,3,1,5
4263,0,1,3,1,5
4264,0,2,2,1,5
4265,0,16,1,1,5
4266,0,3,2,1,4
4267,0,3,2,1,4
4268,0,4,2,1,4
4269,0,4,2,1,4
4270,0,4,2,1,4
4271,0,4,2,1,4
4272,0,10,2,1,3
4273,0,10,2,1,3
4274,0,10,2,1,3
4275,0,10,2,1,3
4276,0,10,2,1,3
4277,0,18,4,2,5
4278,0,18,4,2,5
4279,0,18,4,2,5
4280,0,18,4,2,5
4281,0,5,2,1,6
4282,0,5,2,1,6
4283,0,16,2,1,4
4284,0,16,2,1,4
4285,0,14,4,2,2
4286,0,15,4,2,2
4287,0,22,2,1,6
4288,0,17,2,1,3
4289,0,17,2,1,3
4290,0,18,2,1,3
4291,0,18,2,1,3
4292,0,19,2,1,3
4293,0,15,2,1,5
4294,0,15,2,1,5
4295,0,1,2,1,2
4296,0,14,2,1,2
4297,0,14,2,1,3
4298,0,14,2,1,4
4299,0,14,2,1,4
4300,0,14,2,1,4
4301,0,14,2,1,4
4302,0,14,2,1,4
4303,0,14,2,1,4
4304,0,14,2,1,4
4305,0,14,2,1,4
4306,0,14,2,1,4
4307,0,14,2,1,4
4308,0,14,2,1,4
4309,0,14,2,1,4
4310,0,14,2,1,4
4311,0,14,2,1,4
4312,0,14,2,1,4
4313,0,14,2,1,4
4314,0,14,2,1,4
4315,0,14,2,1,4
4316,0,14,2,1,4
4317,0,14,2,1,4
4318,0,14,2,1,4
4319,0,15,2,1,4
4320,1,15,2,1,4
4321,0,15,2,1,4
4322,0,15,2,1,4
4323,0,15,2,1,4
4324,0,13,4,2,2
4325,0,20,4,2,1
4326,0,20,4,2,1
4327,0,1,4,2,4
4328,0,1,4,2,4
4329,0,1,4,2,4
4330,0,23,2,1,3
4331,0,23,2,1,3
4332,0,18,3,1,5
4333,0,18,3,1,5
4334,0,18,3,1,5
4335,0,18,3,1,5
4336,0,4,4,2,0
4337,0,4,4,2,0
4338,0,7,3,1,3
4339,0,22,4,2,2
4340,0,22,4,2,2
4341,0,22,4,2,2
4342,0,22,4,2,2
4343,0,22,4,2,2
4344,0,22,4,2,2
4345,0,22,4,2,2
4346,0,22,4,2,4
4347,0,22,4,2,4
4348,0,22,4,2,4
4349,0,22,4,2,4
4350,0,22,4,2,4
4351,0,22,4,2,4
4352,0,16,4,2,4
4353,0,10,4,2,5
4354,0,17,2,1,6
4355,0,18,2,1,5
4356,0,23,2,1,4
4357,0,23,2,1,4
4358,0,23,2,1,4
4359,0,23,2,1,4
4360,0,6,3,1,2
4361,0,14,3,1,4
4362,0,2,3,1,6
4363,0,2,3,1,6
4364,0,2,3,1,6
4365,0,2,3,1,6
4366,1,2,3,1,6
4367,0,14,3,1,6
4368,0,17,3,1,5
4369,0,17,3,1,5
4370,0,17,3,1,5
4371,0,17,3,1,5
4372,0,17,3,1,5
4373,0,17,3,1,5
4374,0,17,3,1,5
4375,0,17,3,1,5
4376,0,18,3,1,5
4377,1,19,3,1,5
4378,0,19,3,1,5
4379,0,22,3,1,5
4380,0,23,3,1,5
4381,0,1,3,1,2
4382,0,23,2,1,6
4383,0,23,2,1,6
4384,0,23,2,1,6
4385,0,0,2,1,0
4386,0,0,2,1,0
4387,0,15,3,1,2
4388,0,15,3,1,2
4389,0,15,3,1,2
4390,0,15,3,1,2
4391,0,13,4,2,5
4392,0,13,4,2,5
4393,1,14,4,2,5
4394,0,19,3,1,3
4395,0,3,2,1,5
4396,0,23,1,1,1
4397,0,23,1,1,1
4398,0,23,1,1,1
4399,0,23,1,1,1
4400,0,23,1,1,1
4401,0,23,1,1,1
4402,0,23,1,1,1
4403,0,23,1,1,1
4404,0,23,1,1,1
4405,0,23,1,1,1
4406,0,23,1,1,1
4407,0,2,1,1,2
4408,0,13,1,1,2
4409,0,7,2,1,3
4410,0,7,2,1,3
4411,0,7,2,1,3
4412,0,7,2,1,3
4413,0,7,2,1,3
4414,0,0,2,1,4
4415,0,0,2,1,4
4416,0,0,2,1,4
4417,0,0,2,1,4
4418,0,0,2,1,4
4419,0,0,2,1,4
4420,0,0,2,1,4
4421,0,9,2,1,5
4422,0,1,2,1,1
4423,0,22,2,1,2
4424,0,7,2,1,6
4425,0,10,2,1,6
4426,0,7,2,1,1
4427,0,7,2,1,1
4428,0,7,2,1,1
4429,0,7,2,1,1
4430,0,7,2,1,1
4431,0,7,2,1,1
4432,0,7,2,1,1
4433,0,21,2,1,1
4434,0,6,2,1,2
4435,0,11,2,1,2
4436,0,14,2,1,0
4437,0,10,3,1,6
4438,0,15,3,1,6
4439,0,18,3,1,4
4440,0,2,4,2,3
4441,0,8,2,1,4
4442,0,2,3,1,5
4443,0,4,3,1,6
4444,0,14,3,1,0
4445,0,14,3,1,0
4446,0,14,3,1,0
4447,0,14,3,1,0
4448,0,14,3,1,0
4449,0,14,3,1,0
4450,0,14,3,1,0
4451,0,18,3,1,0
4452,0,18,3,1,0
4453,0,18,3,1,0
4454,0,6,3,1,1
4455,0,6,3,1,1
4456,0,6,3,1,1
4457,0,6,3,1,1
4458,0,5,4,2,1
4459,0,6,4,2,1
4460,0,1,4,2,1
4461,0,16,2,1,6
4462,0,16,2,1,6
4463,0,1,4,2,5
4464,0,1,4,2,5
4465,0,1,4,2,5
4466,0,2,4,2,5
4467,0,2,4,2,5
4468,0,12,3,1,2
4469,0,12,3,1,2
4470,0,12,3,1,2
4471,0,12,3,1,2
4472,0,12,3,1,2
4473,0,12,3,1,2
4474,0,12,3,1,2
4475,0,12,3,1,2
4476,0,12,3,1,2
4477,0,12,3,1,2
4478,0,12,3,1,2
4479,1,12,3,1,2
4480,0,14,3,1,2
4481,0,14,3,1,2
4482,0,11,3,1,5
4483,0,0,3,1,3
4484,0,21,4,2,1
4485,0,0,2,1,6
4486,0,0,2,1,6
4487,0,0,2,1,6
4488,0,0,2,1,6
4489,0,16,3,1,5
4490,0,10,3,1,2
4491,0,3,4,2,1
4492,0,3,4,2,1
4493,0,3,4,2,1
4494,0,22,3,1,2
4495,0,3,4,2,6
4496,0,3,4,2,6
4497,0,3,4,2,6
4498,0,3,4,2,6
4499,0,3,4,2,6
4500,0,3,4,2,6
4501,0,5,4,2,6
4502,0,20,4,2,3
4503,0,21,3,1,1
4504,0,21,3,1,1
4505,0,21,3,1,1
4506,0,20,3,1,4
4507,0,20,3,1,4
4508,0,10,3,1,6
4509,0,1,4,2,0
4510,0,2,3,1,5
4511,0,12,3,1,5
4512,0,12,3,1,5
4513,0,12,3,1,5
4514,0,12,3,1,5
4515,0,17,2,1,6
4516,0,5,4,2,6
4517,0,22,3,1,2
4518,0,17,3,1,0
4519,0,17,3,1,0
4520,0,17,3,1,0
4521,0,17,3,1,0
4522,0,12,4,2,6
4523,0,14,1,1,0
4524,0,14,1,1,0
4525,0,22,3,1,4
4526,0,22,3,1,4
4527,0,22,3,1,4
4528,0,22,3,1,4
4529,0,22,3,1,4
4530,0,5,3,1,0
4531,0,5,3,1,0
4532,0,22,4,2,4
4533,0,5,4,2,5
4534,0,21,2,1,6
4535,0,21,2,1,6
4536,0,18,2,1,2
4537,0,18,2,1,2
4538,0,18,2,1,2
4539,0,18,2,1,2
4540,0,20,4,2,5
4541,0,20,4,2,5
4542,0,0,3,1,4
4543,0,20,4,2,2
4544,0,0,1,1,1
4545,0,1,4,2,3
4546,0,1,4,2,3
4547,0,18,1,1,1
4548,0,18,1,1,1
4549,0,19,1,1,1
4550,0,19,1,1,1
4551,0,1,2,1,4
4552,0,17,1,1,5
4553,0,16,2,1,4
4554,0,12,4,2,3
4555,0,12,4,2,3
4556,0,14,3,1,1
4557,0,15,3,1,0
4558,0,15,3,1,0
4559,0,15,3,1,0
4560,0,15,3,1,0
4561,0,15,3,1,0
4562,0,15,3,1,0
4563,0,16,3,1,0
4564,0,5,3,1,3
4565,0,5,3,1,3
4566,0,5,3,1,0
4567,0,17,2,1,6
4568,0,17,2,1,6
4569,0,17,2,1,6
4570,0,17,2,1,6
4571,0,17,2,1,6
4572,0,14,2,1,1
4573,0,18,2,1,4
4574,0,5,1,1,0
4575,0,14,2,1,0
4576,0,14,1,1,6
4577,0,14,1,1,6
4578,0,15,1,1,2
4579,0,15,1,1,2
4580,0,14,4,2,4
4581,0,22,2,1,5
4582,0,23,3,1,4
4583,0,23,3,1,4
4584,0,23,3,1,4
4585,0,23,3,1,4
4586,0,23,3,1,4
4587,0,21,3,1,1
4588,0,21,3,1,1
4589,0,21,3,1,1
4590,0,21,3,1,1
4591,0,23,1,1,3
4592,0,23,1,1,3
4593,0,23,1,1,3
4594,0,23,1,1,3
4595,0,23,1,1,3
4596,0,21,2,1,5
4597,0,21,2,1,5
4598,0,21,2,1,5
4599,0,3,3,1,5
4600,0,3,3,1,5
4601,0,23,3,1,0
4602,0,23,2,1,6
4603,0,23,2,1,6
4604,0,23,2,1,6
4605,0,4,2,1,4
4606,0,10,3,1,5
4607,0,14,3,1,5
4608,0,14,3,1,5
4609,0,14,3,1,5
4610,0,16,3,1,6
4611,0,23,2,1,2
4612,0,23,2,1,2
4613,0,18,4,2,5
4614,0,18,4,2,5
4615,0,18,4,2,5
4616,0,18,4,2,5
4617,0,18,4,2,5
4618,0,18,4,2,5
4619,0,19,4,2,5
4620,0,19,4,2,5
4621,0,19,4,2,5
4622,0,19,4,2,5
4623,0,4,4,2,6
4624,0,4,4,2,6
4625,0,4,4,2,6
4626,0,4,4,2,6
4627,0,4,4,2,6
4628,0,4,4,2,6
4629,0,4,4,2,6
4630,0,4,4,2,6
4631,0,4,4,2,6
4632,0,10,4,2,5
4633,0,9,3,1,3
4634,0,21,3,1,2
4635,0,21,3,1,2
4636,0,22,3,1,2
4637,0,22,3,1,2
4638,0,22,3,1,2
4639,0,22,3,1,2
4640,0,22,3,1,2
4641,0,3,3,1,3
4642,0,4,3,1,3
4643,0,4,3,1,3
4644,0,4,3,1,3
4645,0,10,3,1,2
4646,0,10,4,2,4
4647,0,22,1,1,3
4648,0,22,1,1,3
4649,0,22,1,1,3
4650,0,6,1,1,5
4651,0,6,1,1,5
4652,0,6,1,1,0
4653,0,6,1,1,0
4654,0,6,1,1,0
4655,0,6,1,1,0
4656,0,6,1,1,2
4657,0,6,1,1,2
4658,0,6,1,1,3
4659,0,6,1,1,3
4660,0,6,1,1,4
4661,0,7,1,1,0
4662,0,7,1,1,0
4663,0,7,1,1,0
4664,0,7,1,1,0
4665,0,7,1,1,0
4666,0,6,2,1,1
4667,0,7,2,1,2
4668,0,7,2,1,2
4669,0,7,2,1,2
4670,0,7,2,1,2
4671,0,6,2,1,3
4672,0,6,2,1,4
4673,0,20,2,1,4
4674,0,6,2,1,5
4675,0,6,2,1,0
4676,0,7,2,1,0
4677,0,7,2,1,0
4678,0,6,2,1,1
4679,0,6,2,1,3
4680,0,6,2,1,3
4681,0,6,2,1,6
4682,0,7,2,1,0
4683,0,7,2,1,0
4684,0,7,2,1,0
4685,0,7,2,1,1
4686,0,7,2,1,1
4687,0,6,2,1,2
4688,0,6,2,1,2
4689,0,7,2,1,3
4690,0,7,2,1,3
4691,0,7,2,1,3
4692,0,7,2,1,3
4693,0,6,2,1,5
4694,0,7,2,1,6
4695,0,7,2,1,0
4696,0,7,2,1,1
4697,0,7,2,1,1
4698,0,6,2,1,2
4699,0,6,2,1,2
4700,0,7,2,1,2
4701,0,7,2,1,2
4702,0,7,2,1,2
4703,0,7,2,1,2
4704,0,7,2,1,2
4705,0,7,2,1,2
4706,0,6,2,1,3
4707,0,6,2,1,3
4708,0,6,2,1,3
4709,0,6,2,1,3
4710,0,6,2,1,3
4711,0,6,2,1,4
4712,0,6,2,1,4
4713,0,6,2,1,4
4714,0,6,2,1,5
4715,0,6,2,1,5
4716,0,6,2,1,5
4717,0,15,2,1,6
4718,0,7,2,1,0
4719,0,7,2,1,0
4720,0,6,3,1,1
4721,0,6,3,1,1
4722,0,7,3,1,2
4723,0,7,3,1,2
4724,0,6,3,1,3
4725,0,6,3,1,4
4726,0,6,3,1,4
4727,0,6,3,1,4
4728,0,6,3,1,4
4729,0,6,3,1,4
4730,0,7,3,1,4
4731,0,7,3,1,5
4732,0,7,3,1,5
4733,0,7,3,1,5
4734,0,7,3,1,5
4735,0,7,3,1,5
4736,0,7,3,1,5
4737,0,7,3,1,5
4738,0,7,3,1,5
4739,0,6,3,1,6
4740,0,6,3,1,0
4741,0,6,3,1,0
4742,0,6,3,1,0
4743,0,6,3,1,0
4744,0,6,3,1,0
4745,0,7,3,1,0
4746,0,7,3,1,0
4747,0,7,3,1,0
4748,0,7,3,1,2
4749,0,6,3,1,3
4750,0,6,3,1,3
4751,0,6,3,1,3
4752,0,6,3,1,3
4753,0,7,3,1,3
4754,0,6,3,1,4
4755,0,6,3,1,4
4756,0,6,3,1,4
4757,0,7,3,1,4
4758,0,7,3,1,4
4759,0,7,3,1,4
4760,0,7,3,1,4
4761,0,7,3,1,4
4762,0,12,3,1,5
4763,0,7,3,1,6
4764,0,6,3,1,0
4765,0,6,3,1,0
4766,0,5,3,1,1
4767,0,5,3,1,1
4768,0,5,3,1,1
4769,0,5,3,1,1
4770,0,5,3,1,1
4771,0,5,3,1,1
4772,0,5,3,1,1
4773,0,5,3,1,1
4774,0,5,3,1,1
4775,0,5,3,1,1
4776,0,5,3,1,1
4777,0,5,3,1,1
4778,0,5,3,1,1
4779,0,5,3,1,1
4780,0,5,3,1,1
4781,0,6,3,1,1
4782,0,6,3,1,2
4783,0,5,3,1,3
4784,0,5,3,1,3
4785,0,6,3,1,4
4786,0,6,3,1,4
4787,0,6,3,1,4
4788,0,6,3,1,4
4789,0,6,3,1,5
4790,0,6,3,1,5
4791,0,6,3,1,2
4792,0,6,3,1,2
4793,0,6,3,1,2
4794,0,6,3,1,2
4795,0,6,3,1,2
4796,0,7,3,1,2
4797,0,7,3,1,2
4798,0,7,3,1,2
4799,0,6,3,1,3
4800,0,6,3,1,3
4801,0,8,3,1,4
4802,0,15,3,1,6
4803,0,15,3,1,6
4804,0,5,3,1,0
4805,0,6,3,1,1
4806,0,6,3,1,1
4807,0,6,3,1,3
4808,0,6,3,1,3
4809,0,6,3,1,3
4810,0,22,4,2,4
4811,0,22,4,2,4
4812,0,22,4,2,4
4813,0,22,4,2,4
4814,0,22,4,2,4
4815,0,22,4,2,4
4816,0,22,4,2,4
4817,0,23,4,2,4
4818,0,23,4,2,4
4819,0,23,4,2,4
4820,0,23,4,2,4
4821,0,6,4,2,0
4822,0,6,4,2,0
4823,0,6,4,2,0
4824,0,6,4,2,1
4825,0,6,4,2,1
4826,0,6,4,2,1
4827,0,6,4,2,2
4828,0,6,4,2,3
4829,0,6,4,2,3
4830,0,6,4,2,3
4831,0,6,4,2,3
4832,0,6,4,2,3
4833,0,6,4,2,3
4834,0,5,4,2,4
4835,0,6,4,2,5
4836,0,6,4,2,5
4837,0,6,4,2,6
4838,0,6,4,2,0
4839,0,6,4,2,0
4840,0,8,4,2,1
4841,0,8,4,2,1
4842,0,8,4,2,1
4843,0,7,4,2,2
4844,0,7,4,2,2
4845,0,7,4,2,2
4846,0,7,4,2,2
4847,0,6,4,2,3
4848,0,6,4,2,3
4849,0,6,4,2,3
4850,0,6,4,2,3
4851,0,6,4,2,4
4852,0,6,4,2,5
4853,0,6,4,2,5
4854,0,6,4,2,5
4855,0,16,2,1,1
4856,0,16,2,1,1
4857,0,18,3,1,2
4858,0,18,3,1,2
4859,0,18,3,1,2
4860,0,18,3,1,2
4861,0,18,3,1,2
4862,0,10,3,1,2
4863,0,22,3,1,4
4864,0,9,2,1,5
4865,0,9,2,1,5
4866,0,15,3,1,1
4867,0,15,3,1,1
4868,0,15,3,1,1
4869,0,15,3,1,1
4870,0,12,3,1,5
4871,0,12,3,1,5
4872,0,12,3,1,5
4873,0,12,3,1,5
4874,0,12,3,1,5
4875,0,10,3,1,4
4876,0,10,3,1,4
4877,0,18,3,1,1
4878,0,1,4,2,4
4879,0,5,4,2,4
4880,0,13,4,2,5
4881,0,13,4,2,5
4882,0,13,4,2,5
4883,0,13,4,2,5
4884,0,20,4,2,0
4885,0,20,4,2,0
4886,1,20,4,2,0
4887,0,13,4,2,5
4888,0,13,4,2,5
4889,0,13,4,2,5
4890,0,22,3,1,5
4891,0,22,3,1,5
4892,0,22,3,1,5
4893,0,19,2,1,4
4894,0,19,2,1,4
4895,0,21,2,1,0
4896,0,21,2,1,0
4897,0,21,2,1,0
4898,0,21,2,1,0
4899,0,13,2,1,4
4900,0,14,2,1,4
4901,0,14,2,1,4
4902,0,14,2,1,4
4903,0,14,2,1,4
4904,0,21,2,1,4
4905,0,1,3,1,2
4906,0,1,3,1,2
4907,0,1,3,1,2
4908,0,21,3,1,4
4909,0,21,3,1,4
4910,0,21,3,1,4
4911,0,21,3,1,4
4912,0,19,3,1,1
4913,0,19,3,1,1
4914,0,0,3,1,2
4915,0,0,3,1,2
4916,0,0,3,1,2
4917,0,0,3,1,2
4918,0,0,3,1,2
4919,0,20,2,1,3
4920,0,20,2,1,3
4921,0,20,2,1,3
4922,0,20,2,1,3
4923,0,15,2,1,2
4924,0,4,2,1,3
4925,0,4,2,1,3
4926,0,4,2,1,3
4927,0,4,2,1,3
4928,0,4,2,1,3
4929,0,4,2,1,3
4930,0,4,2,1,3
4931,0,4,2,1,3
4932,0,4,2,1,3
4933,0,4,2,1,3
4934,0,4,2,1,3
4935,0,4,2,1,3
4936,0,7,2,1,3
4937,0,10,2,1,3
4938,0,11,2,1,3
4939,0,11,2,1,3
4940,0,11,2,1,3
4941,0,11,2,1,3
4942,0,21,3,1,4
4943,0,21,3,1,4
4944,0,14,4,2,4
4945,0,22,4,2,4
4946,0,22,4,2,4
4947,0,22,4,2,4
4948,0,22,4,2,4
4949,0,13,4,2,3
4950,0,13,4,2,3
4951,0,17,4,2,3
4952,0,18,4,2,3
4953,0,19,2,1,3
4954,0,19,2,1,3
4955,0,19,3,1,1
4956,0,19,3,1,1
4957,0,19,3,1,1
4958,0,19,3,1,1
4959,0,23,3,1,1
4960,0,23,3,1,1
4961,0,23,3,1,1
4962,0,23,3,1,1
4963,0,17,2,1,5
4964,0,20,3,1,6
4965,0,21,3,1,6
4966,0,21,3,1,6
4967,0,21,3,1,6
4968,0,21,3,1,6
4969,0,20,3,1,0
4970,0,18,1,1,6
4971,0,12,3,1,4
4972,0,12,3,1,4
4973,0,12,3,1,4
4974,0,12,3,1,4
4975,0,4,3,1,5
4976,0,1,1,1,6
4977,0,2,1,1,6
4978,0,2,1,1,6
4979,0,16,2,1,4
4980,0,16,2,1,4
4981,0,16,2,1,4
4982,0,16,2,1,4
4983,0,16,2,1,4
4984,0,16,2,1,4
4985,0,15,2,1,6
4986,0,15,2,1,6
4987,0,20,2,1,6
4988,0,20,2,1,6
4989,0,20,2,1,6
4990,0,20,2,1,6
4991,0,20,2,1,6
4992,0,1,3,1,6
4993,0,17,4,2,0
4994,0,17,4,2,0
4995,0,17,4,2,0
4996,0,15,3,1,5
4997,0,15,3,1,5
4998,0,15,3,1,5
4999,0,21,2,1,3
5000,0,21,2,1,3
5001,0,7,1,1,1
5002,0,14,4,2,6
5003,0,1,4,2,0
5004,0,1,4,2,0
5005,0,1,4,2,0
5006,0,10,4,2,0
5007,0,7,4,2,1
5008,0,7,4,2,1
5009,0,22,4,2,3
5010,0,12,4,2,4
5011,0,8,4,2,5
5012,0,11,4,2,6
5013,0,10,4,2,3
5014,0,8,4,2,5
5015,0,8,4,2,5
5016,0,3,3,1,4
5017,0,3,3,1,4
5018,0,3,3,1,4
5019,0,3,3,1,4
5020,0,19,3,1,2
5021,0,19,3,1,2
5022,0,19,3,1,2
5023,0,19,3,1,2
5024,0,19,3,1,2
5025,0,22,3,1,3
5026,0,22,3,1,3
5027,0,22,3,1,3
5028,0,22,3,1,3
5029,0,22,3,1,3
5030,0,22,3,1,3
5031,0,22,3,1,3
5032,0,22,3,1,3
5033,0,22,3,1,3
5034,0,22,3,1,3
5035,0,22,3,1,3
5036,0,23,3,1,3
5037,0,23,3,1,3
5038,0,23,3,1,3
5039,0,21,3,1,4
5040,0,0,3,1,6
5041,0,2,3,1,1
5042,0,2,3,1,1
5043,0,8,3,1,6
5044,0,6,3,1,4
5045,0,2,2,1,0
5046,0,5,2,1,0
5047,0,5,2,1,0
5048,0,5,2,1,0
5049,0,5,2,1,0
5050,0,5,2,1,0
5051,0,5,2,1,0
5052,0,5,2,1,0
5053,0,5,2,1,0
5054,0,5,2,1,0
5055,0,5,2,1,0
5056,0,5,2,1,0
5057,0,5,2,1,0
5058,0,5,2,1,0
5059,0,5,2,1,0
5060,0,5,2,1,0
5061,0,5,2,1,0
5062,0,5,2,1,0
5063,0,5,2,1,0
5064,0,5,2,1,0
5065,0,5,2,1,0
5066,0,5,2,1,0
5067,0,5,2,1,0
5068,0,5,2,1,0
5069,0,5,2,1,0
5070,0,5,2,1,0
5071,0,5,2,1,0
5072,0,5,2,1,0
5073,0,5,2,1,0
5074,0,5,2,1,0
5075,0,17,2,1,0
5076,0,18,2,1,0
5077,0,18,2,1,0
5078,1,18,2,1,0
5079,0,18,2,1,0
5080,0,0,3,1,0
5081,0,0,3,1,0
5082,0,18,3,1,3
5083,0,18,3,1,3
5084,0,22,3,1,6
5085,0,22,3,1,6
5086,0,22,3,1,6
5087,0,22,3,1,6
5088,0,22,3,1,6
5089,0,10,4,2,3
5090,0,15,4,2,4
5091,0,16,4,2,6
5092,0,18,1,1,6
5093,0,18,1,1,6
5094,0,18,1,1,6
5095,0,18,1,1,6
5096,0,6,1,1,0
5097,0,4,2,1,2
5098,0,4,2,1,2
5099,0,4,2,1,2
5100,0,4,2,1,2
5101,0,2,2,1,5
5102,0,2,2,1,5
5103,0,2,2,1,5
5104,0,15,1,1,5
5105,0,15,1,1,5
5106,0,18,1,1,5
5107,0,18,1,1,5
5108,0,2,1,1,6
5109,0,14,1,1,3
5110,0,14,1,1,0
5111,0,14,1,1,0
5112,0,14,1,1,4
5113,0,14,1,1,4
5114,0,16,1,1,4
5115,0,16,1,1,4
5116,0,14,3,1,0
5117,0,14,3,1,0
5118,0,10,3,1,0
5119,0,10,3,1,0
5120,0,10,3,1,2
5121,0,10,3,1,2
5122,0,10,4,2,6
5123,0,10,4,2,6
5124,0,10,4,2,6
5125,0,4,2,1,5
5126,0,4,2,1,5
5127,0,4,2,1,5
5128,0,4,2,1,5
5129,0,4,2,1,5
5130,0,21,1,1,0
5131,0,21,1,1,0
5132,0,21,1,1,0
5133,0,21,1,1,0
5134,0,21,1,1,0
5135,0,21,1,1,0
5136,0,18,3,1,6
5137,0,18,3,1,6
5138,0,18,3,1,6
5139,0,18,3,1,6
5140,0,5,3,1,1
5141,0,5,3,1,1
5142,0,6,3,1,1
5143,0,20,4,2,2
5144,0,20,4,2,2
5145,1,20,4,2,2
5146,0,15,3,1,0
5147,0,15,3,1,0
5148,0,15,3,1,0
5149,0,15,3,1,0
5150,0,19,3,1,0
5151,0,3,3,1,1
5152,0,3,3,1,1
5153,1,9,3,1,1
5154,0,9,3,1,1
5155,0,10,3,1,4
5156,0,10,3,1,4
5157,0,10,3,1,5
5158,0,17,3,1,6
5159,0,19,3,1,6
5160,0,19,3,1,6
5161,0,10,4,2,6
5162,0,10,4,2,0
5163,0,10,4,2,0
5164,0,11,4,2,1
5165,0,13,4,2,1
5166,0,10,4,2,2
5167,0,3,2,1,2
5168,0,19,4,2,5
5169,0,19,4,2,5
5170,0,19,4,2,5
5171,0,19,4,2,5
5172,0,20,4,2,5
5173,0,18,4,2,1
5174,0,18,4,2,1
5175,0,17,4,2,6
5176,0,8,4,2,2
5177,0,21,1,1,6
5178,0,21,1,1,6
5179,0,22,1,1,6
5180,0,16,3,1,2
5181,0,16,3,1,2
5182,0,16,3,1,2
5183,0,23,2,1,2
5184,0,23,2,1,2
5185,0,5,3,1,5
5186,0,5,3,1,5
5187,0,5,3,1,6
5188,0,21,3,1,2
5189,0,21,3,1,2
5190,0,21,3,1,2
5191,0,13,2,1,3
5192,0,13,2,1,3
5193,0,13,2,1,3
5194,0,13,2,1,3
5195,0,3,2,1,6
5196,0,3,2,1,6
5197,0,2,3,1,1
5198,0,2,3,1,1
5199,0,2,3,1,1
5200,0,2,3,1,1
5201,0,3,3,1,2
5202,0,12,3,1,3
5203,0,12,3,1,3
5204,0,12,3,1,3
5205,1,12,3,1,3
5206,0,17,3,1,3
5207,0,4,4,2,5
5208,0,4,4,2,5
5209,0,4,4,2,5
5210,0,3,3,1,6
5211,0,3,3,1,6
5212,0,21,3,1,3
5213,0,21,3,1,3
5214,0,1,4,2,5
5215,0,1,4,2,5
5216,0,1,4,2,5
5217,0,1,4,2,5
5218,0,1,4,2,5
5219,0,1,4,2,5
5220,0,1,4,2,5
5221,0,1,4,2,5
5222,0,1,4,2,5
5223,0,1,4,2,5
5224,0,1,4,2,5
5225,0,1,4,2,5
5226,0,1,4,2,5
5227,0,1,4,2,5
5228,0,1,4,2,5
5229,0,10,4,2,1
5230,0,10,4,2,4
5231,0,10,4,2,5
5232,0,19,4,2,6
5233,0,19,4,2,6
5234,0,12,1,1,0
5235,0,12,1,1,0
5236,0,12,1,1,0
5237,0,18,1,1,0
5238,0,18,1,1,0
5239,0,18,1,1,0
5240,0,15,2,1,2
5241,0,15,2,1,2
5242,0,22,2,1,1
5243,0,22,2,1,1
5244,0,22,2,1,1
5245,0,9,2,1,2
5246,0,14,3,1,4
5247,0,14,3,1,4
5248,0,18,2,1,3
5249,0,18,2,1,3
5250,0,23,4,2,6
5251,0,23,4,2,6
5252,0,3,3,1,3
5253,0,5,2,1,2
5254,0,5,2,1,2
5255,0,23,3,1,2
5256,0,23,3,1,2
5257,0,23,3,1,2
5258,0,23,3,1,2
5259,0,4,1,1,6
5260,0,4,1,1,6
5261,0,4,1,1,6
5262,0,4,1,1,6
5263,0,4,1,1,6
5264,0,4,1,1,6
5265,0,14,3,1,4
5266,0,14,3,1,4
5267,0,14,3,1,4
5268,0,14,3,1,4
5269,0,14,3,1,4
5270,0,14,3,1,4
5271,0,14,3,1,4
5272,0,14,3,1,4
5273,0,14,3,1,4
5274,0,14,3,1,4
5275,0,15,3,1,4
5276,0,15,3,1,4
5277,0,15,3,1,4
5278,0,15,3,1,4
5279,1,15,3,1,4
5280,0,16,3,1,4
5281,0,16,3,1,4
5282,0,17,3,1,4
5283,0,23,3,1,4
5284,0,23,3,1,4
5285,0,0,3,1,5
5286,0,2,3,1,0
5287,0,1,4,2,5
5288,0,1,4,2,5
5289,0,1,4,2,5
5290,0,1,4,2,5
5291,0,15,2,1,2
5292,0,17,1,1,1
5293,0,17,1,1,1
5294,0,17,1,1,1
5295,0,17,1,1,1
5296,0,15,2,1,5
5297,0,14,1,1,0
5298,0,18,1,1,1
5299,0,6,2,1,6
5300,0,8,3,1,5
5301,0,8,3,1,5
5302,0,8,3,1,5
