,userid,event_name,event_attributes,event_created_date,Subscription Premium Cancel,last date Subscription Premium Cancel,Membership YM,last date Subscription Premium,2 days had not passedSubscription Premium,last date Sign Up Success,2 days had not passedSign Up Success
2326,20d5e927de655e96b2013f41ea91ade3,Subscription Premium,"{'Start Date': '2022-04-09', 'Renewal Date': '2022-05-10', 'Membership Type': 'Monthly'}",2022-04-10 01:34:01,0,2022-04-16 20:50:39,0,2022-04-10 01:34:01,0,2022-04-10 01:27:55,0
2330,20e6d9cbf3c833ca51c4043842e0a7b1,Subscription Premium,"{'Start Date': '2022-03-24', 'Renewal Date': '2022-04-25', 'Membership Type': 'Monthly'}",2022-03-24 14:26:41,0,2022-04-16 20:50:39,0,2022-03-24 14:26:41,0,2022-03-24 14:22:48,0
2339,215dd76650fb1529fb07b81393d128cc,Subscription Premium,"{'Start Date': '2022-02-24', 'Renewal Date': '2022-03-25', 'Membership Type': 'Monthly'}",2022-02-25 06:43:23,0,2022-04-16 20:50:39,0,2022-02-25 06:43:23,0,2022-01-28 15:32:14,0
2369,2188feabd027250e1c6aa73ce4b93774,Subscription Premium,"{'Start Date': '2022-03-07', 'Renewal Date': '2022-04-08', 'Membership Type': 'Monthly'}",2022-03-07 09:40:19,1,2022-03-19 12:44:20,0,2022-03-07 09:40:19,0,2022-03-07 09:24:36,0
2384,21dd781fe1b5535fc2d6dc74abde71a1,Subscription Premium,"{'Start Date': '2022-03-03', 'Renewal Date': '2022-04-04', 'Membership Type': 'Monthly'}",2022-03-03 11:56:26,0,2022-04-16 20:50:39,0,2022-03-03 11:56:26,0,2022-03-03 07:22:55,0
2396,21e28f6337ff700d41ee87a1b244ca78,Subscription Premium,"{'Start Date': '2022-03-30', 'Renewal Date': '2022-05-01', 'Membership Type': 'Monthly'}",2022-03-30 14:10:23,0,2022-04-16 20:50:39,0,2022-03-30 14:10:23,0,2022-03-30 14:04:34,0
2406,223a7ec8bb7c62ca120731897ddc2d5c,Subscription Premium,"{'Start Date': '2022-03-26', 'Renewal Date': '2022-04-27', 'Membership Type': 'Monthly'}",2022-03-26 16:19:09,1,2022-03-27 15:13:59,0,2022-03-26 16:19:09,1,2022-03-26 15:00:11,1
2451,231ce3ffaca9425d5c8e7916fa81edfb,Subscription Premium,"{'Start Date': '2022-02-24', 'Renewal Date': '2022-03-25', 'Membership Type': 'Monthly'}",2022-02-24 15:27:14,0,2022-04-16 20:50:39,0,2022-02-24 15:27:14,0,2022-02-24 15:14:46,0
2455,23303acbad4ced835ad719f0e0e51d27,Subscription Premium,"{'Start Date': '2022-01-21', 'Renewal Date': '2022-02-22', 'Membership Type': 'Monthly'}",2022-01-21 12:10:57,0,2022-04-16 20:50:39,0,2022-01-21 12:10:57,0,2022-01-21 12:05:37,0
2466,23e09ff395402bdcd679aa42ff7733b6,Subscription Premium,"{'Start Date': '2022-02-15', 'Renewal Date': '2022-03-16', 'Membership Type': 'Monthly'}",2022-02-15 13:25:07,0,2022-04-16 20:50:39,0,2022-02-15 13:25:07,0,2022-02-15 13:20:36,0
2575,242cf1bbb6b1bc8b6bd1bb6b988dc74a,Subscription Premium,"{'Start Date': '2022-04-07', 'Renewal Date': '2022-05-08', 'Membership Type': 'Monthly'}",2022-04-07 21:57:44,0,2022-04-16 20:50:39,0,2022-04-07 21:57:44,0,2022-01-22 09:14:01,0
2581,242f8255937541b03a117754ad36412d,Subscription Premium,"{'Start Date': '2022-02-04', 'Renewal Date': '2022-03-05', 'Membership Type': 'Monthly'}",2022-02-04 13:42:04,1,2022-02-04 14:09:31,0,2022-02-04 13:42:04,1,2022-02-04 13:35:51,1
2594,2446b92327462e2127b3f2693d26c04a,Subscription Premium,"{'Start Date': '2022-02-11', 'Renewal Date': '2022-03-12', 'Membership Type': 'Monthly'}",2022-02-11 16:43:10,1,2022-03-11 01:35:00,0,2022-02-11 16:43:10,0,2022-02-11 16:41:19,0
2613,2467ce8593dd0efe1ce5d4b82263bc5c,Subscription Premium,"{'Start Date': '2022-01-15', 'Renewal Date': '2022-02-16', 'Membership Type': 'Monthly'}",2022-01-15 13:58:45,0,2022-04-16 20:50:39,0,2022-01-15 13:58:45,0,2022-04-16 20:50:39,1
2626,2494be3ca550793c7dfc91fc24757de5,Subscription Premium,"{'Start Date': '2022-03-05', 'Renewal Date': '2022-04-06', 'Membership Type': 'Monthly'}",2022-03-05 16:57:16,1,2022-04-09 01:07:16,0,2022-03-05 16:57:16,0,2022-03-05 16:53:48,0
2646,24ae2c7a8ceccbefe27ba19f2cdd4495,Subscription Premium,"{'Start Date': '2022-02-19', 'Renewal Date': '2022-03-20', 'Membership Type': 'Monthly'}",2022-02-19 21:09:39,1,2022-02-24 14:52:25,0,2022-02-19 21:09:39,0,2022-02-19 21:03:37,0
2685,252dc11e0f9eb1ea54ce7753d543e642,Subscription Premium,"{'Start Date': '2022-03-01', 'Renewal Date': '2022-04-02', 'Membership Type': 'Monthly'}",2022-03-01 17:42:11,0,2022-04-16 20:50:39,0,2022-03-01 17:42:11,0,2022-03-01 17:38:01,0
2698,254eb384004de580e4840aa48dfff2c8,Subscription Premium,"{'Start Date': '2022-02-11', 'Renewal Date': '2022-03-12', 'Membership Type': 'Monthly'}",2022-02-11 23:41:26,1,2022-02-15 04:27:07,0,2022-02-11 23:41:26,0,2022-02-11 23:33:47,0
2711,2557cd4f51eecefae83b03a2731a6dad,Subscription Premium,"{'Start Date': '2022-03-19', 'Renewal Date': '2022-04-20', 'Membership Type': 'Monthly'}",2022-03-20 00:09:33,0,2022-04-16 20:50:39,0,2022-03-20 00:09:33,0,2022-03-19 23:58:14,0
2742,2567193ff2ad4910e8b44dd1fc853195,Subscription Premium,"{'Start Date': '2022-03-05', 'Renewal Date': '2022-04-06', 'Membership Type': 'Monthly'}",2022-03-05 16:18:56,1,2022-04-13 19:10:16,0,2022-03-05 16:18:56,0,2022-04-16 20:50:39,1
2752,258f464c03022a8510e9f4c067d1b8d7,Subscription Premium,"{'Start Date': '2022-02-12', 'Renewal Date': '2022-03-13', 'Membership Type': 'Monthly'}",2022-02-12 15:00:51,1,2022-02-12 15:13:55,0,2022-02-12 15:00:51,1,2022-02-11 23:01:38,1
2763,2604776c53d7659ba2f63cd8012cfe3b,Subscription Premium,"{'Start Date': '2022-03-06', 'Renewal Date': '2022-04-07', 'Membership Type': 'Monthly'}",2022-03-06 18:26:45,0,2022-04-16 20:50:39,0,2022-03-06 18:26:45,0,2022-03-06 18:19:45,0
2800,26390ea4193ad1beb981847f56fb27ad,Subscription Premium,"{'Start Date': '2022-04-10', 'Renewal Date': '2022-05-11', 'Membership Type': 'Monthly'}",2022-04-10 12:53:25,0,2022-04-16 20:50:39,0,2022-04-10 12:53:25,0,2022-04-09 16:24:41,0
2807,268963cbd5f12764c76522761d49c3db,Subscription Premium,"{'Start Date': '2022-01-22', 'Renewal Date': '2022-02-23', 'Membership Type': 'Monthly'}",2022-01-22 20:37:23,0,2022-04-16 20:50:39,0,2022-01-22 20:37:23,0,2022-01-22 20:27:59,0
2812,26a23e3b015fbc5331ec7cbf14dcf7b6,Subscription Premium,"{'Start Date': '2022-03-06', 'Renewal Date': '2022-04-07', 'Membership Type': 'Monthly'}",2022-03-06 20:52:41,1,2022-03-07 22:54:40,0,2022-03-06 20:52:41,1,2022-03-05 21:33:33,0
2854,26f6999627188ee4244bd5b4e66be452,Subscription Premium,"{'Start Date': '2022-02-14', 'Renewal Date': '2022-03-15', 'Membership Type': 'Monthly'}",2022-02-15 05:00:30,0,2022-04-16 20:50:39,0,2022-02-15 05:00:30,0,2022-02-15 04:58:12,0
2873,270c14cfefa4e0dc596c90f6a8c6c363,Subscription Premium,"{'Start Date': '2022-02-12', 'Renewal Date': '2022-03-13', 'Membership Type': 'Monthly'}",2022-02-12 19:30:26,1,2022-03-14 12:01:10,0,2022-02-12 19:30:26,0,2022-02-12 19:23:44,0
2895,2824218167d0043650cb936c7ae54fbe,Subscription Premium,"{'Start Date': '2022-02-04', 'Renewal Date': '2022-03-05', 'Membership Type': 'Monthly'}",2022-02-04 22:56:04,0,2022-04-16 20:50:39,0,2022-02-04 22:56:04,0,2022-02-04 22:51:45,0
2911,28351fc0ee957623210ae2cd58b3f948,Subscription Premium,"{'Start Date': '2022-03-29', 'Renewal Date': '2022-04-30', 'Membership Type': 'Monthly'}",2022-03-30 00:40:02,0,2022-04-16 20:50:39,0,2022-03-30 00:40:02,0,2022-03-29 00:19:42,0
2915,28368284a145474b2cc4961349bffcf3,Subscription Premium,"{'Start Date': '2022-01-23', 'Renewal Date': '2022-02-24', 'Membership Type': 'Monthly'}",2022-01-23 23:22:01,0,2022-04-16 20:50:39,0,2022-01-23 23:22:01,0,2022-01-22 23:59:00,0
3076,285e50434bbd8d4e00cf195e031471c7,Subscription Premium,"{'Start Date': '2022-04-11', 'Renewal Date': '2022-05-12', 'Membership Type': 'Monthly'}",2022-04-12 02:00:37,0,2022-04-16 20:50:39,0,2022-04-12 02:00:37,0,2022-04-12 01:53:30,0
3094,28f717cf8a88463c064bad98f1d4c2f3,Subscription Premium,"{'Start Date': '2022-03-25', 'Renewal Date': '2022-04-26', 'Membership Type': 'Monthly'}",2022-03-26 05:26:18,0,2022-04-16 20:50:39,0,2022-03-26 05:26:18,0,2022-03-26 05:13:32,0
3102,29081c0cdef5f0595e304d7c2ff180b2,Subscription Premium,"{'Start Date': '2022-02-12', 'Renewal Date': '2022-03-13', 'Membership Type': 'Monthly'}",2022-02-12 20:28:41,0,2022-04-16 20:50:39,0,2022-02-12 20:28:41,0,2022-02-12 20:21:26,0
3136,29feabf8f6a90d2c625cc1dd2e0e5608,Subscription Premium,"{'Start Date': '2022-01-22', 'Renewal Date': '2022-02-23', 'Membership Type': 'Monthly'}",2022-01-23 05:28:36,1,2022-02-12 16:51:26,0,2022-01-23 05:28:36,0,2022-01-23 05:16:34,0
3193,2b8f011b320370b42d0cb58b02279174,Subscription Premium,"{'Start Date': '2022-02-10', 'Renewal Date': '2022-03-11', 'Membership Type': 'Monthly'}",2022-02-10 18:00:54,1,2022-02-18 15:26:31,0,2022-02-10 18:00:54,0,2022-02-10 17:55:59,0
3230,2bd8d3842055dfd1b823280be18b86f4,Subscription Premium,"{'Start Date': '2022-04-06', 'Renewal Date': '2022-05-07', 'Membership Type': 'Monthly'}",2022-04-06 22:35:26,0,2022-04-16 20:50:39,0,2022-04-06 22:35:26,0,2022-04-06 22:32:40,0
3245,2c0d8a39fb4ccb87a1ba81a4ab0bb2f4,Subscription Premium,"{'Start Date': '2022-02-25', 'Renewal Date': '2022-03-26', 'Membership Type': 'Monthly'}",2022-02-25 23:28:40,1,2022-03-06 02:14:26,0,2022-02-25 23:28:40,0,2022-02-25 23:08:40,0
3272,2c417ec542692a13a3b125f8d5b4f7e0,Subscription Premium,"{'Start Date': '2022-02-20', 'Renewal Date': '2022-03-21', 'Membership Type': 'Monthly'}",2022-02-21 00:03:38,0,2022-04-16 20:50:39,0,2022-02-21 00:03:38,0,2022-02-20 23:49:26,0
3276,2c597755067d64bf12050cbd7b62c30f,Subscription Premium,"{'Start Date': '2022-03-16', 'Renewal Date': '2022-04-17', 'Membership Type': 'Monthly'}",2022-03-16 15:10:36,1,2022-04-16 14:15:24,0,2022-03-16 15:10:36,0,2022-03-16 15:02:19,0
3344,2cd321395020766bab5f3d6e98370615,Subscription Premium,"{'Start Date': '2022-03-02', 'Renewal Date': '2022-04-03', 'Membership Type': 'Monthly'}",2022-03-02 12:26:34,1,2022-03-02 12:47:22,0,2022-03-02 12:26:34,1,2022-03-02 12:23:17,1
3366,2cfb93b59c43b29004cf6f31ccb35866,Subscription Premium,"{'Start Date': '2022-03-11', 'Renewal Date': '2022-04-12', 'Membership Type': 'Monthly'}",2022-03-11 20:17:07,0,2022-04-16 20:50:39,0,2022-03-11 20:17:07,0,2022-03-08 21:36:27,0
3372,2e273d205064ca23276d7f6e11c47b7c,Subscription Premium,"{'Start Date': '2022-03-28', 'Renewal Date': '2022-04-29', 'Membership Type': 'Monthly'}",2022-03-28 17:51:34,0,2022-04-16 20:50:39,0,2022-03-28 17:51:34,0,2022-03-28 17:25:13,0
3376,2ea74995cbe34a4265a414c1ddac6dad,Subscription Premium,"{'Start Date': '2022-03-25', 'Renewal Date': '2022-04-26', 'Membership Type': 'Monthly'}",2022-03-25 22:25:46,0,2022-04-16 20:50:39,0,2022-03-25 22:25:46,0,2022-03-25 22:17:26,0
3385,2f68b6851b2c2da6e70344c44c1ee797,Subscription Premium,"{'Start Date': '2022-01-25', 'Renewal Date': '2022-02-26', 'Membership Type': 'Monthly'}",2022-01-25 19:02:49,0,2022-04-16 20:50:39,0,2022-01-25 19:02:49,0,2022-01-25 18:29:13,0
3411,31825bd1c0c1c7430bb476473fb02427,Subscription Premium,"{'Start Date': '2022-03-19', 'Renewal Date': '2022-04-20', 'Membership Type': 'Monthly'}",2022-03-19 14:41:37,0,2022-04-16 20:50:39,0,2022-03-19 14:41:37,0,2022-03-19 10:45:52,0
3418,31a2a5bf01a650de54f5867239a05358,Subscription Premium,"{'Start Date': '2022-04-09', 'Renewal Date': '2022-05-10', 'Membership Type': 'Monthly'}",2022-04-09 18:27:28,0,2022-04-16 20:50:39,0,2022-04-09 18:27:28,0,2022-04-09 18:20:51,0
3437,31b70a3c4e315eb48ce2f05a6af1f4c7,Subscription Premium,"{'Start Date': '2022-03-23', 'Renewal Date': '2022-04-24', 'Membership Type': 'Monthly'}",2022-03-23 22:05:16,0,2022-04-16 20:50:39,0,2022-03-23 22:05:16,0,2022-03-23 21:59:30,0
3658,31dbb2f9f52779609a23ab408c4f17c2,Subscription Premium,"{'Start Date': '2022-03-16', 'Renewal Date': '2022-04-17', 'Membership Type': 'Monthly'}",2022-03-16 18:46:07,0,2022-04-16 20:50:39,0,2022-03-16 18:46:07,0,2022-03-16 18:38:38,0
3664,31ee77e6f2a77616b0529452826a2e5e,Subscription Premium,"{'Start Date': '2022-03-08', 'Renewal Date': '2022-04-09', 'Membership Type': 'Monthly'}",2022-03-08 15:49:00,1,2022-04-11 20:56:56,0,2022-03-08 15:49:00,0,2022-03-08 15:44:01,0
3686,32574516b6e722bcaccd61294d9a44f4,Subscription Premium,"{'Start Date': '2022-02-04', 'Renewal Date': '2022-03-05', 'Membership Type': 'Monthly'}",2022-02-04 14:08:30,0,2022-04-16 20:50:39,0,2022-02-04 14:08:30,0,2022-02-04 13:55:38,0
3690,32c03669a8a41dc78afc656f9eef1d08,Subscription Premium,"{'Start Date': '2022-03-29', 'Renewal Date': '2022-04-30', 'Membership Type': 'Monthly'}",2022-03-30 00:22:08,0,2022-04-16 20:50:39,0,2022-03-30 00:22:08,0,2022-03-30 00:20:12,0
3717,3300d59871c86ce4cbb7797cc3389bec,Subscription Premium,"{'Start Date': '2022-04-08', 'Renewal Date': '2022-05-09', 'Membership Type': 'Monthly'}",2022-04-08 22:44:05,0,2022-04-16 20:50:39,0,2022-04-08 22:44:05,0,2022-04-08 14:57:56,0
3727,333a80b1c4f744614ccb87b8f8824584,Subscription Premium,"{'Start Date': '2022-03-13', 'Renewal Date': '2022-04-14', 'Membership Type': 'Monthly'}",2022-03-13 21:05:29,0,2022-04-16 20:50:39,0,2022-03-13 21:05:29,0,2022-03-13 20:38:12,0
3741,338f1face3221db325af58494e595031,Subscription Premium,"{'Start Date': '2022-02-20', 'Renewal Date': '2022-03-21', 'Membership Type': 'Monthly'}",2022-02-20 20:31:26,0,2022-04-16 20:50:39,0,2022-02-20 20:31:26,0,2022-02-20 20:20:34,0
3746,33d4c1a149926acd6536452ecbddc8e2,Subscription Premium,"{'Start Date': '2022-04-03', 'Renewal Date': '2022-05-04', 'Membership Type': 'Monthly'}",2022-04-04 01:02:31,0,2022-04-16 20:50:39,0,2022-04-04 01:02:31,0,2022-04-03 14:42:58,0
3769,33df68e60856407de4a6d6d10898a0d5,Subscription Premium,"{'Start Date': '2022-03-03', 'Renewal Date': '2022-04-04', 'Membership Type': 'Monthly'}",2022-03-03 22:30:02,0,2022-04-16 20:50:39,0,2022-03-03 22:30:02,0,2022-03-02 19:50:44,0
3787,340a603b92a8a87d8df54de8b3f4cebc,Subscription Premium,"{'Start Date': '2022-02-13', 'Renewal Date': '2022-03-14', 'Membership Type': 'Monthly'}",2022-02-14 05:09:12,1,2022-02-14 18:42:12,0,2022-02-14 05:09:12,1,2022-02-14 02:40:09,1
3845,349cf7c42e78a9348cd2e16e39c6b2a1,Subscription Premium,"{'Start Date': '2022-03-06', 'Renewal Date': '2022-04-07', 'Membership Type': 'Monthly'}",2022-03-06 18:42:31,1,2022-04-06 20:35:52,0,2022-03-06 18:42:31,0,2022-03-06 18:38:00,0
3855,34bc6a1b14fbd2cab9cf48521e2af7ab,Subscription Premium,"{'Start Date': '2022-03-14', 'Renewal Date': '2022-04-15', 'Membership Type': 'Monthly'}",2022-03-14 15:57:03,1,2022-03-15 09:17:32,0,2022-03-14 15:57:03,1,2022-03-14 15:52:41,1
3885,350117d2687170f2c9cda719dcfe9874,Subscription Premium,"{'Start Date': '2022-02-24', 'Renewal Date': '2022-03-25', 'Membership Type': 'Monthly'}",2022-02-24 13:19:42,1,2022-03-24 12:23:10,0,2022-02-24 13:19:42,0,2022-02-24 13:16:25,0
3939,36349bfe556825eb3041de5dec1acae3,Subscription Premium,"{'Start Date': '2022-03-18', 'Renewal Date': '2022-04-19', 'Membership Type': 'Monthly'}",2022-03-18 14:53:08,1,2022-03-18 15:12:36,0,2022-03-18 14:53:08,1,2022-03-18 14:43:40,1
3956,36349fc0362c79b7bd699db1a37ab49c,Subscription Premium,"{'Start Date': '2022-04-08', 'Renewal Date': '2022-05-09', 'Membership Type': 'Monthly'}",2022-04-09 01:11:57,0,2022-04-16 20:50:39,0,2022-04-09 01:11:57,0,2022-04-09 01:05:46,0
3967,369c0df7caa71a3cded0e653598dba24,Subscription Premium,"{'Start Date': '2022-03-24', 'Renewal Date': '2022-04-25', 'Membership Type': 'Monthly'}",2022-03-24 13:35:28,0,2022-04-16 20:50:39,0,2022-03-24 13:35:28,0,2022-03-24 13:27:52,0
3973,36d05f7d7de29d6195faf1a5fc978d03,Subscription Premium,"{'Start Date': '2022-02-28', 'Renewal Date': '2022-04-01', 'Membership Type': 'Monthly'}",2022-02-28 13:19:33,0,2022-04-16 20:50:39,0,2022-02-28 13:19:33,0,2022-02-28 13:13:28,0
3981,36e396c36c0c652d06dee2f85acb11c9,Subscription Premium,"{'Start Date': '2022-03-09', 'Renewal Date': '2022-04-10', 'Membership Type': 'Monthly'}",2022-03-10 01:19:25,1,2022-04-09 11:29:21,0,2022-03-10 01:19:25,0,2022-03-10 01:13:09,0
4033,375f680cd1242eb7bf9263dd5ba1fe6d,Subscription Premium,"{'Start Date': '2022-03-06', 'Renewal Date': '2022-04-07', 'Membership Type': 'Monthly'}",2022-03-07 01:59:00,1,2022-04-12 22:28:35,0,2022-03-07 01:59:00,0,2022-03-07 01:50:02,0
4043,376718de739ee11bd02d64e7ac1e6b91,Subscription Premium,"{'Start Date': '2022-03-13', 'Renewal Date': '2022-04-14', 'Membership Type': 'Monthly'}",2022-03-13 18:32:25,0,2022-04-16 20:50:39,0,2022-03-13 18:32:25,0,2022-03-13 18:28:20,0
4052,37c54950adfde875fc0c47ce59ef9413,Subscription Premium,"{'Start Date': '2022-02-04', 'Renewal Date': '2022-03-05', 'Membership Type': 'Monthly'}",2022-02-05 03:13:31,0,2022-04-16 20:50:39,0,2022-02-05 03:13:31,0,2022-02-05 02:47:25,0
4067,37cff7850dce57b850c727da0a30e569,Subscription Premium,"{'Start Date': '2022-03-16', 'Renewal Date': '2022-04-17', 'Membership Type': 'Monthly'}",2022-03-16 17:37:16,0,2022-04-16 20:50:39,0,2022-03-16 17:37:16,0,2022-03-16 17:32:15,0
4103,38041ee2e8b2c82bb886cced22e52f24,Subscription Premium,"{'Start Date': '2022-03-30', 'Renewal Date': '2022-05-01', 'Membership Type': 'Monthly'}",2022-03-30 20:39:09,0,2022-04-16 20:50:39,0,2022-03-30 20:39:09,0,2022-03-27 17:28:32,0
4111,385f820f77b8a4ac405178faf27cda22,Subscription Premium,"{'Start Date': '2022-01-19', 'Renewal Date': '2022-02-20', 'Membership Type': 'Monthly'}",2022-01-19 23:26:09,1,2022-01-19 23:29:26,0,2022-01-19 23:26:09,1,2022-01-19 23:21:22,1
4122,387c88f25e204376acf003420663fef5,Subscription Premium,"{'Start Date': '2022-04-16', 'Renewal Date': '2022-05-17', 'Membership Type': 'Monthly'}",2022-04-16 18:47:30,1,2022-04-16 18:57:36,0,2022-04-16 18:47:30,1,2022-04-16 18:39:13,1
4133,38837e2d6cad9dfb09d951825b1b4fca,Subscription Premium,"{'Start Date': '2022-04-01', 'Renewal Date': '2022-05-02', 'Membership Type': 'Monthly'}",2022-04-02 01:51:01,0,2022-04-16 20:50:39,0,2022-04-02 01:51:01,0,2022-04-01 19:58:11,0
4154,389ef7a081ffbee9915de2c0db4b0e8d,Subscription Premium,"{'Start Date': '2022-02-17', 'Renewal Date': '2022-03-18', 'Membership Type': 'Monthly'}",2022-02-17 23:54:33,1,2022-03-15 03:44:36,0,2022-02-17 23:54:33,0,2022-02-17 23:48:50,0
4169,38c5600b2cef3232ae2db7b51b5cdb4b,Subscription Premium,"{'Start Date': '2022-02-27', 'Renewal Date': '2022-03-28', 'Membership Type': 'Monthly'}",2022-02-27 22:40:04,1,2022-03-26 02:31:25,0,2022-02-27 22:40:04,0,2022-02-27 22:32:25,0
4187,38d61e1a86ec9b86a036bbba21ac2dfe,Subscription Premium,"{'Start Date': '2022-02-14', 'Renewal Date': '2022-03-15', 'Membership Type': 'Monthly'}",2022-02-14 18:44:14,0,2022-04-16 20:50:39,0,2022-02-14 18:44:14,0,2022-02-14 18:38:46,0
4219,38dba38d603307835e1b88b47ef0c34c,Subscription Premium,"{'Start Date': '2022-04-02', 'Renewal Date': '2022-05-03', 'Membership Type': 'Monthly'}",2022-04-02 15:58:20,0,2022-04-16 20:50:39,0,2022-04-02 15:58:20,0,2022-04-02 15:53:06,0
4226,3904a3b8d43d05675044b6596d965516,Subscription Premium,"{'Start Date': '2022-02-19', 'Renewal Date': '2022-03-20', 'Membership Type': 'Monthly'}",2022-02-19 19:51:30,0,2022-04-16 20:50:39,0,2022-02-19 19:51:30,0,2022-02-19 19:43:19,0
4234,39c9fc940cb63f5253d220f37e7ce587,Subscription Premium,"{'Start Date': '2022-04-14', 'Renewal Date': '2022-05-15', 'Membership Type': 'Monthly'}",2022-04-14 18:46:27,0,2022-04-16 20:50:39,0,2022-04-14 18:46:27,0,2022-04-14 18:42:32,0
4238,3a2bac2ff9f5f90449ee50bd77be6246,Subscription Premium,"{'Start Date': '2022-03-28', 'Renewal Date': '2022-04-29', 'Membership Type': 'Monthly'}",2022-03-28 16:39:26,0,2022-04-16 20:50:39,0,2022-03-28 16:39:26,0,2022-03-28 16:02:38,0
4245,3a57dc7f1e9c53802b2d7d70a8c8398e,Subscription Premium,"{'Start Date': '2022-03-06', 'Renewal Date': '2022-04-07', 'Membership Type': 'Monthly'}",2022-03-06 23:06:02,0,2022-04-16 20:50:39,0,2022-03-06 23:06:02,0,2022-03-06 22:43:34,0
4268,3b0e78006bdafefcf05a0ee4d7f978ab,Subscription Premium,"{'Start Date': '2022-02-23', 'Renewal Date': '2022-03-24', 'Membership Type': 'Monthly'}",2022-02-23 23:10:09,0,2022-04-16 20:50:39,0,2022-02-23 23:10:09,0,2022-02-23 23:07:37,0
4286,3ba65939b03dd736b664863bd5e7eed4,Subscription Premium,"{'Start Date': '2022-03-09', 'Renewal Date': '2022-04-10', 'Membership Type': 'Monthly'}",2022-03-09 16:15:04,1,2022-04-10 10:45:38,0,2022-03-09 16:15:04,0,2022-03-09 16:07:55,0
4306,3bfc54f0e636e24b24d40885b63e34cc,Subscription Premium,"{'Start Date': '2022-02-11', 'Renewal Date': '2022-03-12', 'Membership Type': 'Monthly'}",2022-02-11 11:27:31,0,2022-04-16 20:50:39,0,2022-02-11 11:27:31,0,2022-02-11 10:09:37,0
4316,3d119362b1d08614d469324cf046271f,Subscription Premium,"{'Start Date': '2022-04-09', 'Renewal Date': '2022-05-10', 'Membership Type': 'Monthly'}",2022-04-09 18:49:30,0,2022-04-16 20:50:39,0,2022-04-09 18:49:30,0,2022-03-28 23:29:32,0
4324,3d49da0965533c33153bb65eb1b6d11d,Subscription Premium,"{'Start Date': '2022-03-15', 'Renewal Date': '2022-04-16', 'Membership Type': 'Monthly'}",2022-03-15 19:25:27,1,2022-04-16 03:51:12,0,2022-03-15 19:25:27,0,2022-03-15 19:16:45,0
4354,3ddccd890467c76dd9886a40dbd51800,Subscription Premium,"{'Start Date': '2022-02-24', 'Renewal Date': '2022-03-25', 'Membership Type': 'Monthly'}",2022-02-25 00:14:16,0,2022-04-16 20:50:39,0,2022-02-25 00:14:16,0,2022-02-25 00:03:08,0
4377,3ea9a683522f9c4db196734ca9764133,Subscription Premium,"{'Start Date': '2022-02-13', 'Renewal Date': '2022-03-14', 'Membership Type': 'Monthly'}",2022-02-13 19:05:47,1,2022-03-14 22:07:44,0,2022-02-13 19:05:47,0,2022-02-13 19:02:15,0
4399,3ee27e464dfd51c416fb80b4e7330c76,Subscription Premium,"{'Start Date': '2022-03-09', 'Renewal Date': '2022-04-10', 'Membership Type': 'Monthly'}",2022-03-09 14:49:13,0,2022-04-16 20:50:39,0,2022-03-09 14:49:13,0,2022-03-09 14:45:03,0
4405,3ff515e258fd127963d4b549dd158dbd,Subscription Premium,"{'Start Date': '2022-02-16', 'Renewal Date': '2022-03-17', 'Membership Type': 'Monthly'}",2022-02-16 19:42:53,0,2022-04-16 20:50:39,0,2022-02-16 19:42:53,0,2022-01-21 19:58:53,0
4412,401f06afe10a40b0ce430c4b486fbf98,Subscription Premium,"{'Start Date': '2022-02-26', 'Renewal Date': '2022-03-27', 'Membership Type': 'Monthly'}",2022-02-26 15:49:26,0,2022-04-16 20:50:39,0,2022-02-26 15:49:26,0,2022-02-26 15:33:26,0
4457,40bb760dcafe2254a0dfe804eac23a33,Subscription Premium,"{'Start Date': '2022-01-21', 'Renewal Date': '2022-02-22', 'Membership Type': 'Monthly'}",2022-01-21 11:51:12,1,2022-02-21 20:35:27,0,2022-01-21 11:51:12,0,2022-01-21 09:16:36,0
4493,40d74d801142724f930bd784d2273059,Subscription Premium,"{'Start Date': '2022-01-29', 'Renewal Date': '2022-03-01', 'Membership Type': 'Monthly'}",2022-01-29 19:18:16,1,2022-03-28 12:02:25,0,2022-01-29 19:18:16,0,2022-04-16 20:50:39,1
4574,415a999a1ed566ebf7e65e950bac72fb,Subscription Premium,"{'Start Date': '2022-02-28', 'Renewal Date': '2022-04-01', 'Membership Type': 'Monthly'}",2022-02-28 18:31:10,1,2022-02-28 18:55:28,0,2022-02-28 18:31:10,1,2022-02-28 18:26:38,1
4713,41f7789dea5f3312bdf57632460561c0,Subscription Premium,"{'Start Date': '2022-02-13', 'Renewal Date': '2022-03-14', 'Membership Type': 'Monthly'}",2022-02-14 00:51:44,0,2022-04-16 20:50:39,0,2022-02-14 00:51:44,0,2022-02-14 00:39:24,0
4722,423ffa8cbe761baa995e981904f479db,Subscription Premium,"{'Start Date': '2022-03-10', 'Renewal Date': '2022-04-11', 'Membership Type': 'Monthly'}",2022-03-11 05:55:24,0,2022-04-16 20:50:39,0,2022-03-11 05:55:24,0,2022-03-11 05:47:22,0
4737,424090309305e8b36ebf4e45490d8699,Subscription Premium,"{'Start Date': '2022-03-11', 'Renewal Date': '2022-04-12', 'Membership Type': 'Monthly'}",2022-03-11 17:53:48,1,2022-03-23 21:40:04,0,2022-03-11 17:53:48,0,2022-03-11 17:48:02,0
