,userid,event_name,event_attributes,event_created_date,Subscription Premium Cancel,last date Subscription Premium Cancel,last date Subscription Premium Renew,Membership YM,2 days had not passedSubscription Premium Renew
5838,54ba4ccb40da72d1174d206436d0b8c1,Subscription Premium Renew,"{'Start Date': '2022-04-13', 'Renewal Date': '2022-05-13', 'Membership Type': 'Monthly'}",2022-04-12 01:15:23,0,2022-04-16 20:50:39,2022-04-12 01:15:23,0,0
5869,54ca6ba06580997b4600d4ec927d877e,Subscription Premium Renew,"{'Start Date': '2022-03-22', 'Renewal Date': '2023-03-22', 'Membership Type': 'Yearly'}",2022-03-21 01:47:49,0,2022-04-16 20:50:39,2022-03-21 01:47:49,1,0
5899,54ebefdcff1b349d2a636ee2cab0d2d9,Subscription Premium Renew,"{'Start Date': '2022-04-08', 'Renewal Date': '2022-05-08', 'Membership Type': 'Monthly'}",2022-04-07 01:15:49,0,2022-04-16 20:50:39,2022-04-07 01:15:49,0,0
5959,57355471e5fc8052b717b33a9c15c8bb,Subscription Premium Renew,"{'Start Date': '2022-02-14', 'Renewal Date': '2022-03-14', 'Membership Type': 'Monthly'}",2022-02-13 01:16:18,0,2022-04-16 20:50:39,2022-04-13 01:14:27,0,0
5960,57355471e5fc8052b717b33a9c15c8bb,Subscription Premium Renew,"{'Start Date': '2022-03-14', 'Renewal Date': '2022-04-14', 'Membership Type': 'Monthly'}",2022-03-13 01:07:36,0,2022-04-16 20:50:39,2022-04-13 01:14:27,0,0
5961,57355471e5fc8052b717b33a9c15c8bb,Subscription Premium Renew,"{'Start Date': '2022-04-14', 'Renewal Date': '2022-05-14', 'Membership Type': 'Monthly'}",2022-04-13 01:14:27,0,2022-04-16 20:50:39,2022-04-13 01:14:27,0,0
5983,57c581fe3e3db95790033d16cd40612c,Subscription Premium Renew,"{'Start Date': '2022-03-13', 'Renewal Date': '2023-03-13', 'Membership Type': 'Yearly'}",2022-03-12 01:12:37,0,2022-04-16 20:50:39,2022-03-12 01:12:37,1,0
6170,5a90e9973c256c19c17b03bdda1c1fc4,Subscription Premium Renew,"{'Start Date': '2022-03-25', 'Renewal Date': '2022-04-25', 'Membership Type': 'Monthly'}",2022-03-24 01:13:29,1,2022-03-25 19:05:46,2022-03-24 01:13:29,0,1
6198,5ab705cd907b3c74ea390841553d7e7b,Subscription Premium Renew,"{'Start Date': '2022-03-05', 'Renewal Date': '2023-03-05', 'Membership Type': 'Yearly'}",2022-03-04 01:09:46,0,2022-04-16 20:50:39,2022-03-04 01:09:46,1,0
6266,5bad87d58cd78093eeea2543a9eaa915,Subscription Premium Renew,"{'Start Date': '2022-03-20', 'Renewal Date': '2022-04-20', 'Membership Type': 'Monthly'}",2022-03-19 01:13:28,0,2022-04-16 20:50:39,2022-03-19 01:13:28,0,0
6283,5ce08b9be82835b1e0ec4fa23e7179c5,Subscription Premium Renew,"{'Start Date': '2022-04-08', 'Renewal Date': '2022-05-08', 'Membership Type': 'Monthly'}",2022-04-07 01:15:49,0,2022-04-16 20:50:39,2022-04-07 01:15:49,0,0
6343,5f075d270e0cb3da5b6660dd59f3ad8d,Subscription Premium Renew,"{'Start Date': '2022-03-05', 'Renewal Date': '2023-03-05', 'Membership Type': 'Yearly'}",2022-03-04 01:09:46,1,2022-03-09 00:35:47,2022-03-04 01:09:46,1,0
6359,5f7a028c0833b707f467e642dbbba94c,Subscription Premium Renew,"{'Start Date': '2022-02-22', 'Renewal Date': '2022-03-22', 'Membership Type': 'Monthly'}",2022-02-21 01:05:08,0,2022-04-16 20:50:39,2022-03-21 01:11:04,0,0
6360,5f7a028c0833b707f467e642dbbba94c,Subscription Premium Renew,"{'Start Date': '2022-03-22', 'Renewal Date': '2022-04-22', 'Membership Type': 'Monthly'}",2022-03-21 01:11:04,0,2022-04-16 20:50:39,2022-03-21 01:11:04,0,0
6370,602502c44ff131d642975f04c3e9328f,Subscription Premium Renew,"{'Start Date': '2022-04-03', 'Renewal Date': '2022-05-03', 'Membership Type': 'Monthly'}",2022-04-02 01:14:52,0,2022-04-16 20:50:39,2022-04-02 01:14:52,0,0
6385,604062fd35365e259606987533396503,Subscription Premium Renew,"{'Start Date': '2022-04-05', 'Renewal Date': '2022-05-05', 'Membership Type': 'Monthly'}",2022-04-04 01:15:32,0,2022-04-16 20:50:39,2022-04-04 01:15:32,0,0
6980,6500ae39d2f7d8f84514ae25ec777a90,Subscription Premium Renew,"{'Start Date': '2022-04-12', 'Renewal Date': '2023-04-12', 'Membership Type': 'Yearly'}",2022-04-11 01:53:06,1,2022-04-11 13:48:35,2022-04-11 01:53:06,1,1
6997,6599be6f48c75cd41e1414e7a7cd22e5,Subscription Premium Renew,"{'Start Date': '2022-02-07', 'Renewal Date': '2023-02-07', 'Membership Type': 'Yearly'}",2022-02-06 02:35:42,0,2022-04-16 20:50:39,2022-02-06 02:35:42,1,0
7043,66156a8939ecab2faa5b3894d660dece,Subscription Premium Renew,"{'Start Date': '2022-04-10', 'Renewal Date': '2023-04-10', 'Membership Type': 'Yearly'}",2022-04-09 01:14:13,1,2022-04-09 16:42:25,2022-04-09 01:14:13,1,1
7105,668f7ab9e3245b7aafd3b6b608770fb1,Subscription Premium Renew,"{'Start Date': '2022-02-21', 'Renewal Date': '2022-03-21', 'Membership Type': 'Monthly'}",2022-02-20 01:07:44,0,2022-04-16 20:50:39,2022-03-20 01:13:02,0,0
7141,668f7ab9e3245b7aafd3b6b608770fb1,Subscription Premium Renew,"{'Start Date': '2022-03-21', 'Renewal Date': '2022-04-21', 'Membership Type': 'Monthly'}",2022-03-20 01:13:02,0,2022-04-16 20:50:39,2022-03-20 01:13:02,0,0
7253,674897285cc1fd33e445cf142f129902,Subscription Premium Renew,"{'Start Date': '2022-02-06', 'Renewal Date': '2023-02-06', 'Membership Type': 'Yearly'}",2022-02-05 01:09:52,0,2022-04-16 20:50:39,2022-02-05 01:09:52,1,0
7315,67f7ee21393060f86207711face96b90,Subscription Premium Renew,"{'Start Date': '2022-02-18', 'Renewal Date': '2023-02-18', 'Membership Type': 'Yearly'}",2022-02-17 02:23:07,0,2022-04-16 20:50:39,2022-02-17 02:23:07,1,0
7322,68142b43f18b2a9addc20e685cfa2d3e,Subscription Premium Renew,"{'Start Date': '2022-02-25', 'Renewal Date': '2023-02-25', 'Membership Type': 'Yearly'}",2022-02-24 01:15:22,0,2022-04-16 20:50:39,2022-02-24 01:15:22,1,0
7366,681be137529c920b3fe7ca9b11001304,Subscription Premium Renew,"{'Start Date': '2022-02-21', 'Renewal Date': '2023-02-21', 'Membership Type': 'Yearly'}",2022-02-20 01:02:34,0,2022-04-16 20:50:39,2022-02-20 01:02:34,1,0
7607,6c33305d1461f30e67d3284b367b36c1,Subscription Premium Renew,"{'Start Date': '2022-02-19', 'Renewal Date': '2023-02-19', 'Membership Type': 'Yearly'}",2022-02-18 01:17:02,0,2022-04-16 20:50:39,2022-02-18 01:17:02,1,0
7620,6c4f1c8d83df5679c8e706fa960ef2e2,Subscription Premium Renew,"{'Start Date': '2022-03-22', 'Renewal Date': '2022-04-22', 'Membership Type': 'Monthly'}",2022-03-21 01:14:09,0,2022-04-16 20:50:39,2022-03-21 01:14:09,0,0
7628,6c8097d370dca54d43273c076df3f905,Subscription Premium Renew,"{'Start Date': '2022-03-16', 'Renewal Date': '2022-04-16', 'Membership Type': 'Monthly'}",2022-03-15 01:13:50,1,2022-03-15 10:48:01,2022-03-15 01:13:50,0,1
7757,6d6a965b76b7438f073e286c410b6172,Subscription Premium Renew,"{'Start Date': '2022-02-07', 'Renewal Date': '2023-02-07', 'Membership Type': 'Yearly'}",2022-02-06 01:09:19,0,2022-04-16 20:50:39,2022-02-06 01:09:19,1,0
7768,6dc3dec7644a5be8187fd5edfb7dc961,Subscription Premium Renew,"{'Start Date': '2022-02-09', 'Renewal Date': '2023-02-09', 'Membership Type': 'Yearly'}",2022-02-08 01:06:28,0,2022-04-16 20:50:39,2022-02-08 01:06:28,1,0
7793,6ed0c8f06d0e3853edafbea251c85e23,Subscription Premium Renew,"{'Start Date': '2022-03-22', 'Renewal Date': '2023-03-22', 'Membership Type': 'Yearly'}",2022-03-21 01:14:09,0,2022-04-16 20:50:39,2022-03-21 01:14:09,1,0
7827,707b28277600d533b82416346e1e0c03,Subscription Premium Renew,"{'Start Date': '2022-02-24', 'Renewal Date': '2022-03-24', 'Membership Type': 'Monthly'}",2022-02-23 01:17:15,0,2022-04-16 20:50:39,2022-03-23 01:11:17,0,0
7828,707b28277600d533b82416346e1e0c03,Subscription Premium Renew,"{'Start Date': '2022-03-24', 'Renewal Date': '2022-04-24', 'Membership Type': 'Monthly'}",2022-03-23 01:11:17,0,2022-04-16 20:50:39,2022-03-23 01:11:17,0,0
7851,71125c5ba4a2db3a6936461824a39454,Subscription Premium Renew,"{'Start Date': '2022-02-10', 'Renewal Date': '2022-03-10', 'Membership Type': 'Monthly'}",2022-02-09 01:12:20,0,2022-04-16 20:50:39,2022-04-09 01:12:00,0,0
7852,71125c5ba4a2db3a6936461824a39454,Subscription Premium Renew,"{'Start Date': '2022-03-10', 'Renewal Date': '2022-04-10', 'Membership Type': 'Monthly'}",2022-03-09 01:08:37,0,2022-04-16 20:50:39,2022-04-09 01:12:00,0,0
7853,71125c5ba4a2db3a6936461824a39454,Subscription Premium Renew,"{'Start Date': '2022-04-10', 'Renewal Date': '2022-05-10', 'Membership Type': 'Monthly'}",2022-04-09 01:12:00,0,2022-04-16 20:50:39,2022-04-09 01:12:00,0,0
7860,71bc35c99af9dc4764efddef3507c7f6,Subscription Premium Renew,"{'Start Date': '2022-03-01', 'Renewal Date': '2023-03-01', 'Membership Type': 'Yearly'}",2022-02-28 01:26:49,0,2022-04-16 20:50:39,2022-02-28 01:26:49,1,0
7971,740ba60aca6e9c45ff92f344eba5e2ff,Subscription Premium Renew,"{'Start Date': '2022-02-24', 'Renewal Date': '2023-02-24', 'Membership Type': 'Yearly'}",2022-02-23 01:16:11,0,2022-04-16 20:50:39,2022-02-23 01:16:11,1,0
8032,747b98f5b9a90cabcc4ac3ff2840fb46,Subscription Premium Renew,"{'Start Date': '2022-03-15', 'Renewal Date': '2022-04-15', 'Membership Type': 'Monthly'}",2022-03-14 01:11:37,0,2022-04-16 20:50:39,2022-04-14 01:12:00,0,0
8036,747b98f5b9a90cabcc4ac3ff2840fb46,Subscription Premium Renew,"{'Start Date': '2022-04-15', 'Renewal Date': '2022-05-15', 'Membership Type': 'Monthly'}",2022-04-14 01:12:00,0,2022-04-16 20:50:39,2022-04-14 01:12:00,0,0
8049,74b4605360487e1fd352f818a7f28129,Subscription Premium Renew,"{'Start Date': '2022-02-22', 'Renewal Date': '2023-02-22', 'Membership Type': 'Yearly'}",2022-02-21 01:01:03,0,2022-04-16 20:50:39,2022-02-21 01:01:03,1,0
8058,74bd56df483092f61846d1ebd02b2536,Subscription Premium Renew,"{'Start Date': '2022-04-14', 'Renewal Date': '2023-04-14', 'Membership Type': 'Yearly'}",2022-04-13 01:18:37,0,2022-04-16 20:50:39,2022-04-13 01:18:37,1,0
8067,7520b85fc31f422a5f6531ec8004bf94,Subscription Premium Renew,"{'Start Date': '2022-04-06', 'Renewal Date': '2022-05-06', 'Membership Type': 'Monthly'}",2022-04-05 01:15:38,0,2022-04-16 20:50:39,2022-04-05 01:15:38,0,0
8098,760a8cfc450157aaeaa91a6ec90a9230,Subscription Premium Renew,"{'Start Date': '2022-02-13', 'Renewal Date': '2023-02-13', 'Membership Type': 'Yearly'}",2022-02-12 02:35:25,1,2022-02-13 01:18:18,2022-02-12 02:35:25,1,1
8107,767d72bd1c8727eb968a3c4c454b2441,Subscription Premium Renew,"{'Start Date': '2022-02-07', 'Renewal Date': '2023-02-07', 'Membership Type': 'Yearly'}",2022-02-06 01:02:33,0,2022-04-16 20:50:39,2022-02-06 01:02:33,1,0
8115,769ddb400388cd7c986ef46d4bdcf124,Subscription Premium Renew,"{'Start Date': '2022-03-19', 'Renewal Date': '2022-04-19', 'Membership Type': 'Monthly'}",2022-03-18 01:10:24,0,2022-04-16 20:50:39,2022-03-18 01:10:24,0,0
8126,76fe70e7bdbb37ae744fce3af3dce538,Subscription Premium Renew,"{'Start Date': '2022-02-26', 'Renewal Date': '2022-03-26', 'Membership Type': 'Monthly'}",2022-02-25 01:14:20,0,2022-04-16 20:50:39,2022-03-25 01:13:26,0,0
8127,76fe70e7bdbb37ae744fce3af3dce538,Subscription Premium Renew,"{'Start Date': '2022-03-26', 'Renewal Date': '2022-04-26', 'Membership Type': 'Monthly'}",2022-03-25 01:13:26,0,2022-04-16 20:50:39,2022-03-25 01:13:26,0,0
8128,778645be9653b2f7a43ac7f0c7811fcc,Subscription Premium Renew,"{'Start Date': '2022-02-15', 'Renewal Date': '2022-03-15', 'Membership Type': 'Monthly'}",2022-02-14 01:11:49,0,2022-04-16 20:50:39,2022-04-14 01:13:04,0,0
8129,778645be9653b2f7a43ac7f0c7811fcc,Subscription Premium Renew,"{'Start Date': '2022-03-15', 'Renewal Date': '2022-04-15', 'Membership Type': 'Monthly'}",2022-03-14 01:07:30,0,2022-04-16 20:50:39,2022-04-14 01:13:04,0,0
8130,778645be9653b2f7a43ac7f0c7811fcc,Subscription Premium Renew,"{'Start Date': '2022-04-15', 'Renewal Date': '2022-05-15', 'Membership Type': 'Monthly'}",2022-04-14 01:13:04,0,2022-04-16 20:50:39,2022-04-14 01:13:04,0,0
8143,778db99f685b5fa7e8ab7fe0ca3b04b2,Subscription Premium Renew,"{'Start Date': '2022-04-12', 'Renewal Date': '2022-05-12', 'Membership Type': 'Monthly'}",2022-04-11 01:15:51,0,2022-04-16 20:50:39,2022-04-11 01:15:51,0,0
8176,788e35267ab5e0cc35b8e725259bb39a,Subscription Premium Renew,"{'Start Date': '2022-02-02', 'Renewal Date': '2022-03-02', 'Membership Type': 'Monthly'}",2022-02-01 01:16:34,0,2022-04-16 20:50:39,2022-04-01 01:10:05,0,0
8178,788e35267ab5e0cc35b8e725259bb39a,Subscription Premium Renew,"{'Start Date': '2022-03-02', 'Renewal Date': '2022-04-02', 'Membership Type': 'Monthly'}",2022-03-01 01:17:22,0,2022-04-16 20:50:39,2022-04-01 01:10:05,0,0
8184,788e35267ab5e0cc35b8e725259bb39a,Subscription Premium Renew,"{'Start Date': '2022-04-02', 'Renewal Date': '2022-05-02', 'Membership Type': 'Monthly'}",2022-04-01 01:10:05,0,2022-04-16 20:50:39,2022-04-01 01:10:05,0,0
8227,79bcd342e50f3d187104aa2849b51375,Subscription Premium Renew,"{'Start Date': '2022-02-19', 'Renewal Date': '2022-03-19', 'Membership Type': 'Monthly'}",2022-02-18 01:01:15,1,2022-03-18 18:37:05,2022-03-18 01:14:31,0,1
8228,79bcd342e50f3d187104aa2849b51375,Subscription Premium Renew,"{'Start Date': '2022-03-19', 'Renewal Date': '2022-04-19', 'Membership Type': 'Monthly'}",2022-03-18 01:14:31,1,2022-03-18 18:37:05,2022-03-18 01:14:31,0,1
8380,7ca83bec7b758eaa006f3b6fdb3bd2a5,Subscription Premium Renew,"{'Start Date': '2022-04-17', 'Renewal Date': '2022-05-17', 'Membership Type': 'Monthly'}",2022-04-16 01:16:52,1,2022-04-16 12:41:26,2022-04-16 01:16:52,0,1
8425,7ec7d876fc0b0a266f0bbe7f1e086f16,Subscription Premium Renew,"{'Start Date': '2022-03-22', 'Renewal Date': '2023-03-22', 'Membership Type': 'Yearly'}",2022-03-21 01:47:49,1,2022-03-21 03:53:26,2022-03-21 01:47:49,1,1
8561,821abef4e323933a74c6bed01a7b89a2,Subscription Premium Renew,"{'Start Date': '2022-02-18', 'Renewal Date': '2023-02-18', 'Membership Type': 'Yearly'}",2022-02-17 02:23:07,0,2022-04-16 20:50:39,2022-02-17 02:23:07,1,0
8621,8314aa5b02faee1547c149df74112729,Subscription Premium Renew,"{'Start Date': '2022-03-05', 'Renewal Date': '2022-04-05', 'Membership Type': 'Monthly'}",2022-03-04 01:09:46,0,2022-04-16 20:50:39,2022-04-04 01:14:31,0,0
8628,8314aa5b02faee1547c149df74112729,Subscription Premium Renew,"{'Start Date': '2022-04-05', 'Renewal Date': '2022-05-05', 'Membership Type': 'Monthly'}",2022-04-04 01:14:31,0,2022-04-16 20:50:39,2022-04-04 01:14:31,0,0
8712,845035ae3fc96723b46369623ec6ba51,Subscription Premium Renew,"{'Start Date': '2022-02-05', 'Renewal Date': '2023-02-05', 'Membership Type': 'Yearly'}",2022-02-04 01:14:27,0,2022-04-16 20:50:39,2022-02-04 01:14:27,1,0
8842,84cb771d0fc432151d11d6e7a40ee0d1,Subscription Premium Renew,"{'Start Date': '2022-02-27', 'Renewal Date': '2023-02-27', 'Membership Type': 'Yearly'}",2022-02-26 01:14:35,0,2022-04-16 20:50:39,2022-02-26 01:14:35,1,0
8873,85ecbdf860da503c0690c9075206d1e8,Subscription Premium Renew,"{'Start Date': '2022-02-14', 'Renewal Date': '2023-02-14', 'Membership Type': 'Yearly'}",2022-02-13 01:10:40,0,2022-04-16 20:50:39,2022-02-13 01:10:40,1,0
8913,8737985b55e9d3e859bdd9d52a123db4,Subscription Premium Renew,"{'Start Date': '2022-04-05', 'Renewal Date': '2022-05-05', 'Membership Type': 'Monthly'}",2022-04-04 01:15:32,0,2022-04-16 20:50:39,2022-04-04 01:15:32,0,0
8959,87e610862504ba1b10aac5138bb8cd01,Subscription Premium Renew,"{'Start Date': '2022-03-16', 'Renewal Date': '2022-04-16', 'Membership Type': 'Monthly'}",2022-03-15 01:13:49,0,2022-04-16 20:50:39,2022-04-15 01:13:20,0,1
8960,87e610862504ba1b10aac5138bb8cd01,Subscription Premium Renew,"{'Start Date': '2022-04-16', 'Renewal Date': '2022-05-16', 'Membership Type': 'Monthly'}",2022-04-15 01:13:20,0,2022-04-16 20:50:39,2022-04-15 01:13:20,0,1
9186,8b0532c4cf4086d43f2c1bcbeeb945a3,Subscription Premium Renew,"{'Start Date': '2022-03-21', 'Renewal Date': '2023-03-21', 'Membership Type': 'Yearly'}",2022-03-20 01:33:39,0,2022-04-16 20:50:39,2022-03-20 01:33:39,1,0
9224,8ca5d6fc5af82174a484ba6dc7ff6fc6,Subscription Premium Renew,"{'Start Date': '2022-02-23', 'Renewal Date': '2022-03-23', 'Membership Type': 'Monthly'}",2022-02-22 01:15:33,0,2022-04-16 20:50:39,2022-03-22 01:10:31,0,0
9225,8ca5d6fc5af82174a484ba6dc7ff6fc6,Subscription Premium Renew,"{'Start Date': '2022-03-23', 'Renewal Date': '2022-04-23', 'Membership Type': 'Monthly'}",2022-03-22 01:10:31,0,2022-04-16 20:50:39,2022-03-22 01:10:31,0,0
9227,8cd1768507df583eeb41be4549cfc6f2,Subscription Premium Renew,"{'Start Date': '2022-04-16', 'Renewal Date': '2023-04-16', 'Membership Type': 'Yearly'}",2022-04-15 01:17:41,0,2022-04-16 20:50:39,2022-04-15 01:17:41,1,1
9234,8cf789a4f14413c7ac58d3b6e8442cd0,Subscription Premium Renew,"{'Start Date': '2022-04-03', 'Renewal Date': '2023-04-03', 'Membership Type': 'Yearly'}",2022-04-02 01:51:01,1,2022-04-02 19:24:29,2022-04-02 01:51:01,1,1
9308,8f101b4972c3d1054470ae652f28e189,Subscription Premium Renew,"{'Start Date': '2022-03-15', 'Renewal Date': '2023-03-15', 'Membership Type': 'Yearly'}",2022-03-14 01:12:38,0,2022-04-16 20:50:39,2022-03-14 01:12:38,1,0
9394,8fac691a54a01547b5deaf8842d7b518,Subscription Premium Renew,"{'Start Date': '2022-04-13', 'Renewal Date': '2022-05-13', 'Membership Type': 'Monthly'}",2022-04-12 01:16:26,1,2022-04-13 02:06:33,2022-04-12 01:16:26,0,1
9418,8fe7fdfe5927e748a5f6d656228249a1,Subscription Premium Renew,"{'Start Date': '2022-03-18', 'Renewal Date': '2022-04-18', 'Membership Type': 'Monthly'}",2022-03-17 01:14:01,0,2022-04-16 20:50:39,2022-03-17 01:14:01,0,0
9424,8fef4cff78648d43297da347074a3e24,Subscription Premium Renew,"{'Start Date': '2022-04-11', 'Renewal Date': '2023-04-11', 'Membership Type': 'Yearly'}",2022-04-10 12:56:40,0,2022-04-16 20:50:39,2022-04-10 12:56:40,1,0
9472,90b81ad483767f4b2151e5c7edeb27d0,Subscription Premium Renew,"{'Start Date': '2022-04-06', 'Renewal Date': '2023-04-06', 'Membership Type': 'Yearly'}",2022-04-05 01:14:29,0,2022-04-16 20:50:39,2022-04-05 01:14:29,1,0
9513,91ae383082136af9dd18daba9b401160,Subscription Premium Renew,"{'Start Date': '2022-04-07', 'Renewal Date': '2022-05-07', 'Membership Type': 'Monthly'}",2022-04-06 01:16:09,0,2022-04-16 20:50:39,2022-04-06 01:16:09,0,0
9642,93715f94afb115c516d12c1937b4f1d7,Subscription Premium Renew,"{'Start Date': '2022-03-14', 'Renewal Date': '2022-04-14', 'Membership Type': 'Monthly'}",2022-03-13 01:10:41,0,2022-04-16 20:50:39,2022-04-13 01:16:34,0,0
9666,93715f94afb115c516d12c1937b4f1d7,Subscription Premium Renew,"{'Start Date': '2022-04-14', 'Renewal Date': '2022-05-14', 'Membership Type': 'Monthly'}",2022-04-13 01:16:34,0,2022-04-16 20:50:39,2022-04-13 01:16:34,0,0
9706,951ee6711c16d33ab61db1df9ad9d5ca,Subscription Premium Renew,"{'Start Date': '2022-02-22', 'Renewal Date': '2022-03-22', 'Membership Type': 'Monthly'}",2022-02-21 01:13:10,0,2022-04-16 20:50:39,2022-03-21 01:08:48,0,0
9708,951ee6711c16d33ab61db1df9ad9d5ca,Subscription Premium Renew,"{'Start Date': '2022-03-22', 'Renewal Date': '2022-04-22', 'Membership Type': 'Monthly'}",2022-03-21 01:08:48,0,2022-04-16 20:50:39,2022-03-21 01:08:48,0,0
9877,95bf9c7b6b06874f4179f4c7abd37f63,Subscription Premium Renew,"{'Start Date': '2022-03-05', 'Renewal Date': '2022-04-05', 'Membership Type': 'Monthly'}",2022-03-04 01:09:46,0,2022-04-16 20:50:39,2022-04-04 01:14:31,0,0
9887,95bf9c7b6b06874f4179f4c7abd37f63,Subscription Premium Renew,"{'Start Date': '2022-04-05', 'Renewal Date': '2022-05-05', 'Membership Type': 'Monthly'}",2022-04-04 01:14:31,0,2022-04-16 20:50:39,2022-04-04 01:14:31,0,0
9991,95e7c959d7d39be0a965e9e315906fed,Subscription Premium Renew,"{'Start Date': '2022-02-27', 'Renewal Date': '2022-03-27', 'Membership Type': 'Monthly'}",2022-02-26 01:08:27,0,2022-04-16 20:50:39,2022-03-26 01:39:00,0,0
10073,95e7c959d7d39be0a965e9e315906fed,Subscription Premium Renew,"{'Start Date': '2022-03-27', 'Renewal Date': '2022-04-27', 'Membership Type': 'Monthly'}",2022-03-26 01:39:00,0,2022-04-16 20:50:39,2022-03-26 01:39:00,0,0
10129,96b279023bfc0100152a907e8c69ca93,Subscription Premium Renew,"{'Start Date': '2022-03-20', 'Renewal Date': '2023-03-20', 'Membership Type': 'Yearly'}",2022-03-19 01:14:29,0,2022-04-16 20:50:39,2022-03-19 01:14:29,1,0
10229,96efc98b55ee2ccad65b96d710e18b60,Subscription Premium Renew,"{'Start Date': '2022-04-03', 'Renewal Date': '2023-04-03', 'Membership Type': 'Yearly'}",2022-04-02 01:49:30,0,2022-04-16 20:50:39,2022-04-02 01:49:30,1,0
10398,9a3cb015b64e79f0d956be0e570ffb24,Subscription Premium Renew,"{'Start Date': '2022-02-12', 'Renewal Date': '2022-03-12', 'Membership Type': 'Monthly'}",2022-02-11 01:15:32,0,2022-04-16 20:50:39,2022-04-11 01:14:41,0,0
10429,9a3cb015b64e79f0d956be0e570ffb24,Subscription Premium Renew,"{'Start Date': '2022-03-12', 'Renewal Date': '2022-04-12', 'Membership Type': 'Monthly'}",2022-03-11 01:07:39,0,2022-04-16 20:50:39,2022-04-11 01:14:41,0,0
10486,9a3cb015b64e79f0d956be0e570ffb24,Subscription Premium Renew,"{'Start Date': '2022-04-12', 'Renewal Date': '2022-05-12', 'Membership Type': 'Monthly'}",2022-04-11 01:14:41,0,2022-04-16 20:50:39,2022-04-11 01:14:41,0,0
10606,9a52cf418ad2a4261777f64bb60dd365,Subscription Premium Renew,"{'Start Date': '2022-02-13', 'Renewal Date': '2023-02-13', 'Membership Type': 'Yearly'}",2022-02-12 01:10:33,0,2022-04-16 20:50:39,2022-02-12 01:10:33,1,0
10630,9b19c0cc4a33ffdfe693957c48656c66,Subscription Premium Renew,"{'Start Date': '2022-02-05', 'Renewal Date': '2022-03-05', 'Membership Type': 'Monthly'}",2022-02-04 01:05:01,0,2022-04-16 20:50:39,2022-04-04 01:11:15,0,0
10678,9b19c0cc4a33ffdfe693957c48656c66,Subscription Premium Renew,"{'Start Date': '2022-03-05', 'Renewal Date': '2022-04-05', 'Membership Type': 'Monthly'}",2022-03-04 01:06:37,0,2022-04-16 20:50:39,2022-04-04 01:11:15,0,0
10764,9b19c0cc4a33ffdfe693957c48656c66,Subscription Premium Renew,"{'Start Date': '2022-04-05', 'Renewal Date': '2022-05-05', 'Membership Type': 'Monthly'}",2022-04-04 01:11:15,0,2022-04-16 20:50:39,2022-04-04 01:11:15,0,0
10843,9b6ca46b1ed001b16f781f7ce3eb9fbf,Subscription Premium Renew,"{'Start Date': '2022-02-07', 'Renewal Date': '2022-03-07', 'Membership Type': 'Monthly'}",2022-02-06 01:11:37,0,2022-04-16 20:50:39,2022-04-06 01:13:56,0,0
10844,9b6ca46b1ed001b16f781f7ce3eb9fbf,Subscription Premium Renew,"{'Start Date': '2022-03-07', 'Renewal Date': '2022-04-07', 'Membership Type': 'Monthly'}",2022-03-06 01:09:56,0,2022-04-16 20:50:39,2022-04-06 01:13:56,0,0
10845,9b6ca46b1ed001b16f781f7ce3eb9fbf,Subscription Premium Renew,"{'Start Date': '2022-04-07', 'Renewal Date': '2022-05-07', 'Membership Type': 'Monthly'}",2022-04-06 01:13:56,0,2022-04-16 20:50:39,2022-04-06 01:13:56,0,0
11274,a116db43c30b3def840d39bcc0b4d771,Subscription Premium Renew,"{'Start Date': '2022-04-16', 'Renewal Date': '2022-05-16', 'Membership Type': 'Monthly'}",2022-04-15 01:17:41,0,2022-04-16 20:50:39,2022-04-15 01:17:41,0,1
11278,a15373c48e18ef687f8570ff1a2ea24f,Subscription Premium Renew,"{'Start Date': '2022-02-11', 'Renewal Date': '2023-02-11', 'Membership Type': 'Yearly'}",2022-02-10 01:16:02,1,2022-02-24 05:11:47,2022-02-10 01:16:02,1,0
11501,a2d02bb182e368c9841fc45bbea97ad5,Subscription Premium Renew,"{'Start Date': '2022-02-25', 'Renewal Date': '2023-02-25', 'Membership Type': 'Yearly'}",2022-02-24 01:09:09,0,2022-04-16 20:50:39,2022-02-24 01:09:09,1,0
11503,a2e02c36f2999fdcd0f43c7d236f8b98,Subscription Premium Renew,"{'Start Date': '2022-04-01', 'Renewal Date': '2022-05-01', 'Membership Type': 'Monthly'}",2022-03-31 01:23:33,0,2022-04-16 20:50:39,2022-03-31 01:23:33,0,0
11710,a4ac16a65dd32ee634dcf47c41a26f3f,Subscription Premium Renew,"{'Start Date': '2022-02-24', 'Renewal Date': '2022-03-24', 'Membership Type': 'Monthly'}",2022-02-23 01:03:31,0,2022-04-16 20:50:39,2022-03-23 01:10:09,0,0
11711,a4ac16a65dd32ee634dcf47c41a26f3f,Subscription Premium Renew,"{'Start Date': '2022-03-24', 'Renewal Date': '2022-04-24', 'Membership Type': 'Monthly'}",2022-03-23 01:10:09,0,2022-04-16 20:50:39,2022-03-23 01:10:09,0,0
11724,a529249c937ee94029cde7d9de5493b7,Subscription Premium Renew,"{'Start Date': '2022-02-03', 'Renewal Date': '2022-03-03', 'Membership Type': 'Monthly'}",2022-02-02 01:02:36,1,2022-02-22 16:20:01,2022-02-02 01:02:36,0,0
