,userid,Subscription Premium Cancel,Add Payment Method Success,Subscription Premium,Account History Transaction Details,Add Vehicle Success,Subscription Premium Renew,Sign Up Success,Account Setup Profile Skip,Calculator View,Order,Sign Out,Chat Conversation Opened,Add Vehicle Break,Chat Conversation Started,Wallet Opened,Email Confirmation Success,Add Payment Method Failed,Account Setup Skip,Calculator Used,Sign Up Error,Transaction Refund,Add Vehicle Failed,Reset Password Set
4516,2e172b7c61cfd3789932d1e77433fd2c,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4517,2e236efbccdb6faba86659a3a44b344b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4518,2e273d205064ca23276d7f6e11c47b7c,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4522,2e78917cdc17d36f14558b3b61a8cf8e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4523,2ea49ad1aeb537eaa026809478dd3934,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4525,2ea74995cbe34a4265a414c1ddac6dad,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4534,2ef3538f439f66456a01c2dcdbc03ed2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4536,2ef8617bc8a75518c7806725a5730f9a,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4540,2f1b1af1c92634196ac9557e5018b39f,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4542,2f1e614f483bb14e57a06d923570634f,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4543,2f2a0508b029c0f553b56ce2f2a8fe05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4544,2f615b49063053ac7e6c55840d5b3113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4545,2f628a924b18e7b30fe9b9c231bf6c5b,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4547,2f68b6851b2c2da6e70344c44c1ee797,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4552,2f9ec4673ecd4422d5334502cec98791,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4553,2fa91004956cd934b90d74493e134cef,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4554,2ffa95ce1aaf67cc4118ea80a115fc7a,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4556,300ef0ec70e09e3e0e26508d7558a580,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4557,301f31af81cd461a85c722ea012a10a6,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
4567,302956248376bb225453d6c53f1cb9c2,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
4574,30470c720d8f712055538cf7c6320bfa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4575,3055ac43dc2685ad47d27cb5e3a26094,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4576,30560b6ff7feef07c9cb7315b0564101,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4580,30632b15fc36c19b380741e144ace2c4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4581,30800de26fc3fb6ca936c7fa8286d924,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4582,308a52e3050b38c1eea999da3bb54914,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4587,308b852517a6075d69fa77799c0eb70e,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4591,30c11516a8c11c79cdf1adcc1d4332db,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4596,30da6f933a9b98dfd7602c29d444ad2c,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4599,30ecd103f782c9b312bed427f09f4975,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4601,310c7b484b9414df8f0963913486a968,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4602,317a01ea1d5a5e02c68d690692940c37,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4605,318019f4c83c846b282afdb602978bdf,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4606,31825bd1c0c1c7430bb476473fb02427,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4611,319d96bc370f77c19a22df2aa8eb922c,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4613,31a2a5bf01a650de54f5867239a05358,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0
4633,31ace05cc4e0c31f743a3950676a74e2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4634,31b70a3c4e315eb48ce2f05a6af1f4c7,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
4647,31c1e16c643a0b79de9e269ee421a3bb,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4855,31d009f15dc216470b9e6d44f46840ae,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4857,31dbb2f9f52779609a23ab408c4f17c2,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
4864,31dbdf2badea34bc518de0113d0f6ed9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4866,31ee77e6f2a77616b0529452826a2e5e,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
4887,322b2c2c1943bd2646a901773c950c06,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4890,323e5f9dcde0bdd4f2791310f90c2ccb,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4893,32460fa56a9912d92bbfd6859d88a242,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4895,32508c2ca2368338c236acb28814b4b9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4899,32574516b6e722bcaccd61294d9a44f4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4904,32800cf0f1181c9152d9f009245309ab,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4905,32858e3c1babf46a50a3341c9429fdc0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4908,32b1de0049ea6fbfea73a48f6c343e2d,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4912,32bfc77e53a3ea4dbd9cf951e322e674,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4914,32c03669a8a41dc78afc656f9eef1d08,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4919,32d06a6d0d766dc437831803b69d8473,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
4942,32e0d88eaf32d72d0011ce3d747d5c56,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4944,3300d59871c86ce4cbb7797cc3389bec,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4953,3312d2a01c1dc5be5dcfdc5f8f2f1b13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4955,3317636ff449fbea60ff697fb1d8ce70,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
4963,3320f8754fa9e32155458ebe75eeb5f3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4964,333a80b1c4f744614ccb87b8f8824584,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4970,334572eb12b675a21db2317694f2b49a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4971,3346f1b57b1b6630625a9418bdf3d341,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
4975,3353316b3f7b31d2680c289fdc10ae9a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4976,337a8e53c4ac87317951e9b09ca8772f,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4979,338906dedde08209932b85f12b2bb5b0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4987,338f1face3221db325af58494e595031,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4993,3391e63eaa75c7cd25e66bc981cddaa3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4996,33a00d08896f6fcadefdf283a88d2f66,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4999,33a3f0cf50fd21467a5448e6dbc3025d,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001,33a82b0ae3714dfc42b113a350629bed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5002,33d4c1a149926acd6536452ecbddc8e2,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
5016,33df1e2ed3e5a02c99b12ff7cebee483,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
5020,33df68e60856407de4a6d6d10898a0d5,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0
5041,33e1afaa7d524acea8e2948290055b6e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5043,33e62634a040b729561c457c89d3f56b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5044,3405a4f494523f6665aceff356492775,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5045,340a603b92a8a87d8df54de8b3f4cebc,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0
5080,34164bb36514c7328b69fa4656985ae1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5082,343341c4a6ee4870d08766c1240168ae,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5084,3441debe522763d7ad7bc7640dd4e112,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5091,34444dc466ba27dd183c581619ad2cc7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,3459a0e351c042ebc1d0259fe6fabc30,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5097,346b192ac2f869b2429dad558f66ae26,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5104,3470f4afabdbf091c92349cd59b87962,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
5125,3477c82a045806236c17a38bd5447d60,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5130,3481bac66483beb5db0c7f6677cba54c,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
5136,349cf7c42e78a9348cd2e16e39c6b2a1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
5146,34bc6a1b14fbd2cab9cf48521e2af7ab,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
5167,34ccecc04934df0105682044bb84167d,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5168,34e285e94c4d454302efe828063bbfd5,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
5177,34eaea85a21ef185ee9887bd73247961,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5180,34ebf298a6d7ee206836bc97c8a99f57,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5183,34f44ed988a780acdd0060beb91f5e1c,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5185,34fd82abfc51b8a1f945d0867749d7fb,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5188,34ffaafa4c620c546ac9e86d59d4e7e8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5191,350117d2687170f2c9cda719dcfe9874,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
5210,350697348622a1b427a3683d4a6e6b3f,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5212,3531fdfc64f773527a241eb8801dc216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5214,353dc77feb1fcc55db4925614234af23,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
5232,35482fdb751bfc75fa5e700fd3ac81b2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5234,3554697c77fe0280271b84adac1552d4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5246,355b44280bfd87daa34e9a54aa0c7266,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5248,35624afebcd03e313104b59dcf666c41,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5250,35d21c5e4d0685deb24df8590d865528,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5252,35d8d10f5d9ab5f369400ddcca177252,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5253,35e1a025734d0f7ff3ddaa94c8374efd,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5255,35f21e38ac2ee3f23c7c75b513c080a0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5259,3601fe74124264c6574323cf602d189e,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5265,36349bfe556825eb3041de5dec1acae3,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0
5287,36349fc0362c79b7bd699db1a37ab49c,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5291,36384adc276938ea6fe676cec4da042c,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5292,363cc0d9991a13ec25d074d507ed9762,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5296,3658c80cf1f635bb819863e9e7475908,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5297,366034352c98c4efbe4fcd7af4be56bc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5300,366a282cd441ea3018d9d5098003d48c,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5303,36739ce8f56bb54b2a83f3c3dc872224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5306,36741f6aed7b54c29a375ab4e67a3e26,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
5310,367ebaf9982ab4cc08fdb8f65bc93a0e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5311,368125e94bbc993f0028feedb4d79843,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5312,369338ede6e4a88e0d1607c75d40e965,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5315,3694cbd73821bd6e266aebdb3ecb37fb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5316,369c0df7caa71a3cded0e653598dba24,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5323,36b3dfef171cb02afed5df505db04cd6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5324,36b4dfb243a7dc12d0227bbf9c47ca49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5325,36c48ad613d2b9c05c7f91b52c7e3fc4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5327,36ce0f63be81a87675eca97a45df5b92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5330,36d05f7d7de29d6195faf1a5fc978d03,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5337,36e396c36c0c652d06dee2f85acb11c9,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
5384,36e5b5c483423abe27447f727e752750,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5385,36fc23faa30d4826adba15faf8fc237b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5386,3713169007c0c8e328162eae57bc63df,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5388,371998ae251ea54a31784558a96d443a,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5392,3723b0379d1db82b50e13a7c94b87be4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5397,3724c5340a6403b99691c804c7210269,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5398,3735fc2e3c1cd0e728faa01026fe73ae,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5400,37477601a5883903ff5f5c1a8e8600fb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5402,375e1d5d2a4800c03e333089f4bc0456,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5404,375f680cd1242eb7bf9263dd5ba1fe6d,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5415,376718de739ee11bd02d64e7ac1e6b91,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5420,377992794a489cdd614f27cdfae28acf,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5424,379f994b40f536f149a41c1254b10c23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5425,37c54950adfde875fc0c47ce59ef9413,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5444,37cff7850dce57b850c727da0a30e569,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5477,37f0bbf4741e0adae54088a1d7fd8152,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5478,37f860d91406573e0299bb0d1337c786,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5479,38041ee2e8b2c82bb886cced22e52f24,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5490,3822c029ee52bef855e3f78c7a1b39ce,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5492,38470469b0730679afd8286e71c9df71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5493,385f820f77b8a4ac405178faf27cda22,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5504,387c88f25e204376acf003420663fef5,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5513,38837e2d6cad9dfb09d951825b1b4fca,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
5535,389ef7a081ffbee9915de2c0db4b0e8d,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
5551,38aec4974891d42034e9fb813e8141e6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5554,38c5600b2cef3232ae2db7b51b5cdb4b,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
5572,38d61e1a86ec9b86a036bbba21ac2dfe,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
5604,38dba38d603307835e1b88b47ef0c34c,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5609,38ebdbab069cec1407964d4d9750c367,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5610,38fbfd3be668e467874360d7fb32a76d,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5613,38fdbf9f707c37e732ccc805e33f73b0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5618,390390ab72963b521cb335742ca31100,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5620,3904a3b8d43d05675044b6596d965516,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
5630,39286253f141f197629da0fb057bb1da,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5632,394271e219d43ed6f359d589437514e0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5633,3949769b8adae6cdd5c016390c401bd3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5635,39a0b59d3d50755d373bce0656fbdea4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5637,39c9fc940cb63f5253d220f37e7ce587,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5641,39e6747f83812fe67fe0805191616b85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5642,39e83c7d0fdcd5caf5911bb095c83986,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5646,3a23f1eb386812349561ad9f1e0e5ec8,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5651,3a2b49209374d659ef75329d24a66c6c,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5652,3a2bac2ff9f5f90449ee50bd77be6246,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5657,3a57dc7f1e9c53802b2d7d70a8c8398e,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0
5671,3a5e0e46a44fb3b8a6424e8b363bb1c0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5673,3a66061f7df2c1642792e00d08bce8b8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5676,3a847271bca021f730165eb5d34710f3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5679,3a9515463448fefcd4917814fc56b3da,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5682,3ab0365f7c3971229b1c39a165b348f6,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5688,3ab068f20e9fa510d1ff584e6dce09a8,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5691,3ab447bb71a59217df201d5a978c39c9,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0
5703,3aba55f565ff6b150b0d54ae19841996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5705,3ad8578c2796e798a004c110a643272c,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5709,3b0e78006bdafefcf05a0ee4d7f978ab,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5727,3b0e9aa7f650a73314deeed069af725e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5729,3b267920a7049da6db3cde92b520913f,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5730,3b2a62cad76039c2a4be91f1cdd8a563,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5731,3b8aa04b95f2c22fd75f805fbcc419f9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5732,3ba65939b03dd736b664863bd5e7eed4,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5751,3bb063183d490cf5a4c996eff3656fd4,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
5762,3bb533193e8ebc3866f514b8d3694649,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5763,3bbe39ba8ba6dfd377960e170a252c73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5764,3bce3dacb78f2994c431d2191e58a4cb,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5766,3bf02d9b376503649bcdcb10807c1999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5768,3bfc54f0e636e24b24d40885b63e34cc,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5777,3bfeb9171d9cf344cf62520420966fb8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5779,3c0757f492ac075a1ba5fc327bdb6c93,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
